row_label_raw,row_label_full,- Giá trị tạm tăng của các công trình XDCB,31/12/2025VND > 2.243.563.904.859,01/01/2025VND > 133.495.467.231,numeric__31/12/2025VND > 2.243.563.904.859,numeric__01/01/2025VND > 133.495.467.231
"- Tiền thuế đất, thuê đất","- Tiền thuế đất, thuê đất","- Tiền thuế đất, thuê đất",57.208.708.663,67.400.912.811,57208708663.0,67400912811.0
"- Chi phí điều hành, thương quyền","- Chi phí điều hành, thương quyền","- Chi phí điều hành, thương quyền",22.212.407.354,-,22212407354.0,
- Tiền điện,- Tiền điện,- Tiền điện,19.967.835.575,13.281.706.152,19967835575.0,13281706152.0
- Lãi vay,- Lãi vay,- Lãi vay,16.830.301.074,17.114.000.000,16830301074.0,17114000000.0
- Hoa hồng thu hộ,- Hoa hồng thu hộ,- Hoa hồng thu hộ,16.405.464.658,9.704.583.302,16405464658.0,9704583302.0
- Dịch vụ vận hành hệ thống tra nạp nhiên liệu ngầm,- Dịch vụ vận hành hệ thống tra nạp nhiên liệu ngầm,- Dịch vụ vận hành hệ thống tra nạp nhiên liệu ngầm,12.748.318.797,9.693.920.351,12748318797.0,9693920351.0
- Các khoản khác,- Các khoản khác,- Các khoản khác,13.305.257.681,26.912.180.863,13305257681.0,26912180863.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.402.242.198.661,277.602.770.710,2402242198661.0,277602770710.0
