row_label_raw,row_label_full,Tài sản thuế thu nhập doanh nghiệp hoãn lại,648.721.077.871,308.032.541.160,numeric__648.721.077.871,numeric__308.032.541.160
,,,Năm nay VND,Năm trước VND,,
- Dự phòng nợ phải thu khó đòi,- Dự phòng nợ phải thu khó đòi,- Dự phòng nợ phải thu khó đòi,(308.864.044.377),101.962.275.023,-308864044377.0,101962275023.0
- Trích trước chi phí thuê đất,- Trích trước chi phí thuê đất,- Trích trước chi phí thuê đất,5.197.737.186,1.295.026.220,5197737186.0,1295026220.0
- Khấu hao tài sản cố định tạm tăng,- Khấu hao tài sản cố định tạm tăng,- Khấu hao tài sản cố định tạm tăng,(9.456.439.883),211.186.662,-9456439883.0,211186662.0
- Dự phòng các khoản đầu tư tài chính,- Dự phòng các khoản đầu tư tài chính,- Dự phòng các khoản đầu tư tài chính,(252.292.234),51.483.029,-252292234.0,51483029.0
- Chi phí sửa chữa,- Chi phí sửa chữa,- Chi phí sửa chữa,(11.015.433.937),248.383.693,-11015433937.0,248383693.0
- (Lãi)/ Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,- (Lãi)/ Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,- (Lãi)/ Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,(16.298.063.466),19.601.480.940,-16298063466.0,19601480940.0
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,(340.688.536.711),123.369.835.567,-340688536711.0,123369835567.0
