row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,300,,22.001.615.801.771,17.236.948.453.222,300.0,,22001615801771.0,17236948453222.0
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,310,,12.330.281.306.974,7.630.096.995.715,310.0,,12330281306974.0,7630096995715.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,17,2.992.518.679.284,1.683.976.288.736,311.0,17.0,2992518679284.0,1683976288736.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,10.278.703.132,6.086.854.082,312.0,,10278703132.0,6086854082.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,18,4.194.101.287.766,3.389.828.536.307,313.0,18.0,4194101287766.0,3389828536307.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,314,,1.290.541.210.412,1.249.535.673.246,314.0,,1290541210412.0,1249535673246.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,19,2.402.242.198.661,277.602.770.710,315.0,19.0,2402242198661.0,277602770710.0
Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,,4.506.866.527,4.576.912.610,318.0,,4506866527.0,4576912610.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,20,400.897.432.354,186.031.098.976,319.0,20.0,400897432354.0,186031098976.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,21,411.574.858.760,395.932.592.937,320.0,21.0,411574858760.0,395932592937.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,,623.620.070.078,436.526.268.111,322.0,,623620070078.0,436526268111.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,330,,9.671.334.494.797,9.606.851.457.507,330.0,,9671334494797.0,9606851457507.0
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,337,20,371.294.180.604,260.595.388.007,337.0,20.0,371294180604.0,260595388007.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,338,21,9.300.040.314.193,9.346.256.069.500,338.0,21.0,9300040314193.0,9346256069500.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,400,,68.946.189.222.541,59.262.865.001.503,400.0,,68946189222541.0,59262865001503.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,22,68.946.189.222.541,59.262.865.001.503,410.0,22.0,68946189222541.0,59262865001503.0
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,411,,35.828.475.230.000,21.771.732.360.000,411.0,,35828475230000.0,21771732360000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,35.828.475.230.000,21.771.732.360.000,,,35828475230000.0,21771732360000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,14.602.790.587,14.602.790.587,412.0,,14602790587.0,14602790587.0
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,415,,(6.857.850.000),(2.918.680.000),415.0,,-6857850000.0,-2918680000.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,,16.242.865.778.658,6.034.593.641.645,418.0,,16242865778658.0,6034593641645.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,16.867.103.273.296,31.444.854.889.271,421.0,,16867103273296.0,31444854889271.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,6.236.803.301.258,21.191.793.178.756,,,6236803301258.0,21191793178756.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,10.630.299.972.038,10.253.061.710.515,,,10630299972038.0,10253061710515.0
TỔNG NGUỒN VỐN,TỔNG NGUỒN VỐN,TỔNG NGUỒN VỐN,440,,90.947.805.024.312,76.499.813.454.725,440.0,,90947805024312.0,76499813454725.0
