row_label_raw,row_label_full,Phải trả các bên liên quan (Chi tiết tại Thuyết minh số 34),31/12/2025VND > 17.333.340.877,01/01/2025VND > 7.909.090.273,numeric__31/12/2025VND > 17.333.340.877,numeric__01/01/2025VND > 7.909.090.273
Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,2.975.185.338.407,1.676.067.198.463,2975185338407.0,1676067198463.0
- Tập đoàn Công nghiệp và Thương mại Xây dựng IC ICTAS,- Tập đoàn Công nghiệp và Thương mại Xây dựng IC ICTAS,- Tập đoàn Công nghiệp và Thương mại Xây dựng IC ICTAS,768.847.245.878,-,768847245878.0,
- Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,- Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,- Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,300.326.502.408,94.278.953.505,300326502408.0,94278953505.0
- Công ty Cổ phần Kết cấu thép ATAD,- Công ty Cổ phần Kết cấu thép ATAD,- Công ty Cổ phần Kết cấu thép ATAD,196.509.543.587,4.722.755.560,196509543587.0,4722755560.0
- Công ty Cổ phần Đầu tư Xây dựng RICONS,- Công ty Cổ phần Đầu tư Xây dựng RICONS,- Công ty Cổ phần Đầu tư Xây dựng RICONS,165.366.992.107,146.357.536.872,165366992107.0,146357536872.0
- Tổng Công ty Xây dựng Hà Nội - CTCP,- Tổng Công ty Xây dựng Hà Nội - CTCP,- Tổng Công ty Xây dựng Hà Nội - CTCP,140.670.884.139,-,140670884139.0,
- Công ty Cổ phần Tư vấn Chuyển giao công nghệ ITC,- Công ty Cổ phần Tư vấn Chuyển giao công nghệ ITC,- Công ty Cổ phần Tư vấn Chuyển giao công nghệ ITC,126.015.983.089,-,126015983089.0,
- Công ty Cổ phần Tập đoàn Đèo Cả,- Công ty Cổ phần Tập đoàn Đèo Cả,- Công ty Cổ phần Tập đoàn Đèo Cả,109.871.494.597,-,109871494597.0,
- Tổng Công Ty Xây Dụng Số 1 - CTCP,- Tổng Công Ty Xây Dụng Số 1 - CTCP,- Tổng Công Ty Xây Dụng Số 1 - CTCP,93.645.791.666,230.214.721.362,93645791666.0,230214721362.0
- Công ty Cổ phần Hệ thống Công nghệ ETC,- Công ty Cổ phần Hệ thống Công nghệ ETC,- Công ty Cổ phần Hệ thống Công nghệ ETC,66.036.644.722,288.560.309.500,66036644722.0,288560309500.0
- Các người bán khác,- Các người bán khác,- Các người bán khác,1.007.894.256.214,911.932.921.664,1007894256214.0,911932921664.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.992.518.679.284,1.683.976.288.736,2992518679284.0,1683976288736.0
