row_label_raw,row_label_full,01/01/2025 > Giá trị VND,01/01/2025 > Phân loại vay dài hạn đến hạn trả VND,Trong năm > Trả gốc vay VND,Trong năm > Chênh lệch tỷ giá VND,31/12/2025 > Giá trị VND,numeric__01/01/2025 > Phân loại vay dài hạn đến hạn trả VND,numeric__Trong năm > Trả gốc vay VND,numeric__Trong năm > Chênh lệch tỷ giá VND,numeric__31/12/2025 > Giá trị VND
9.346.256.069.500,9.346.256.069.500,9.346.256.069.500,(395.932.592.938),-,349.716.837.631,9.300.040.314.193,-395932592938.0,,349716837631.0,9300040314193.0
1.812.188.127.828,1.812.188.127.828,1.812.188.127.828,(113.261.757.992),-,72.593.381.323,1.771.519.751.159,-113261757992.0,,72593381323.0,1771519751159.0
1.559.537.189.672,1.559.537.189.672,1.559.537.189.672,(63.654.578.946),-,57.167.488.308,1.553.050.099.034,-63654578946.0,,57167488308.0,1553050099034.0
2.789.998.016.000,2.789.998.016.000,2.789.998.016.000,(105.282.944.000),-,102.600.576.000,2.787.315.648.000,-105282944000.0,,102600576000.0,2787315648000.0
3.184.532.736.000,3.184.532.736.000,3.184.532.736.000,(113.733.312.000),-,117.355.392.000,3.188.154.816.000,-113733312000.0,,117355392000.0,3188154816000.0
