row_label_raw,row_label_full,col_0,31/12/2025 > Số lượngCổ phiếu,31/12/2025 > Giá trị ghi sốVND,31/12/2025 > Tỉ lệsở hữu,01/01/2025 > Số lượngCổ phiếu,01/01/2025 > Giá trị ghi sốVND,01/01/2025 > Tỉ lệsở hữu,numeric__31/12/2025 > Số lượngCổ phiếu,numeric__31/12/2025 > Giá trị ghi sốVND,numeric__31/12/2025 > Tỉ lệsở hữu,numeric__01/01/2025 > Số lượngCổ phiếu,numeric__01/01/2025 > Giá trị ghi sốVND,numeric__01/01/2025 > Tỉ lệsở hữu
a. Đầu tư vào Công ty con,a. Đầu tư vào Công ty con,a. Đầu tư vào Công ty con,,60.000.000.000,,,60.000.000.000,,,60000000000.0,,,60000000000.0,
- Công ty Cổ phần Dịch vụ Nhiên liệu Hàng không Nội Bài,- Công ty Cổ phần Dịch vụ Nhiên liệu Hàng không Nội Bài,- Công ty Cổ phần Dịch vụ Nhiên liệu Hàng không Nội Bài,6.000.000,60.000.000.000,"60,00%",6.000.000,60.000.000.000,"60,00%",6000000.0,60000000000.0,0.6,6000000.0,60000000000.0,0.6
"b. Đầu tư vào Công ty liên doanh, liên kết","b. Đầu tư vào Công ty liên doanh, liên kết","b. Đầu tư vào Công ty liên doanh, liên kết",,2.139.744.434.914,,,2.139.744.434.914,,,2139744434914.0,,,2139744434914.0,
- Công ty Cổ phần Dịch Vụ Hàng không Sân bay Tân Sơn Nhất,- Công ty Cổ phần Dịch Vụ Hàng không Sân bay Tân Sơn Nhất,- Công ty Cổ phần Dịch Vụ Hàng không Sân bay Tân Sơn Nhất,65.504.200,1.585.201.640.000,"49,07%",65.504.200,1.585.201.640.000,"49,07%",65504200.0,1585201640000.0,0.4907,65504200.0,1585201640000.0,0.4907
- Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,- Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,- Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,16.128.051,486.859.102.200,"48,03%",16.128.051,486.859.102.200,"48,03%",16128051.0,486859102200.0,0.4803,16128051.0,486859102200.0,0.4803
- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,6.000.000,30.000.000.000,"20,00%",5.000.000,30.000.000.000,"20,00%",6000000.0,30000000000.0,0.2,5000000.0,30000000000.0,0.2
- Công ty TNHH Dịch vụ Bảo Dương Máy bay Càng Hàng không Miền Nam,- Công ty TNHH Dịch vụ Bảo Dương Máy bay Càng Hàng không Miền Nam,- Công ty TNHH Dịch vụ Bảo Dương Máy bay Càng Hàng không Miền Nam,,15.300.000.000,"51,00%",,15.300.000.000,"51,00%",,15300000000.0,0.51,,15300000000.0,0.51
- Công ty Cổ phần Vận tải Hàng không Miền Nam (*),- Công ty Cổ phần Vận tải Hàng không Miền Nam (*),- Công ty Cổ phần Vận tải Hàng không Miền Nam (*),1.305.000,14.851.258.736,"30,00%",1.305.000,14.851.258.736,"30,00%",1305000.0,14851258736.0,0.3,1305000.0,14851258736.0,0.3
- Công ty Cổ phần Thương mại Hàng không Miền Nam (*),- Công ty Cổ phần Thương mại Hàng không Miền Nam (*),- Công ty Cổ phần Thương mại Hàng không Miền Nam (*),493.000,7.532.433.978,"29,53%",493.000,7.532.433.978,"29,53%",493000.0,7532433978.0,0.2953,493000.0,7532433978.0,0.2953
c. Đầu tư vào đơn vị khác,c. Đầu tư vào đơn vị khác,c. Đầu tư vào đơn vị khác,,237.101.079.780,,,235.339.048.804,,,237101079780.0,,,235339048804.0,
- Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,- Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,- Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,13.974.100,77.301.079.780,"13,69%",13.899.050,75.539.048.804,"13,62%",13974100.0,77301079780.0,0.1369,13899050.0,75539048804.0,0.1362
- Công ty Cổ phần Nhà ga Quốc tế Cam Ranh (*),- Công ty Cổ phần Nhà ga Quốc tế Cam Ranh (*),- Công ty Cổ phần Nhà ga Quốc tế Cam Ranh (*),7.500.000,60.000.000.000,"10,00%",7.500.000,60.000.000.000,"10,00%",7500000.0,60000000000.0,0.1,7500000.0,60000000000.0,0.1
- Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,- Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,- Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,7.500.000,50.000.000.000,"19,42%",5.000.000,50.000.000.000,"19,42%",7500000.0,50000000000.0,0.1942,5000000.0,50000000000.0,0.1942
- Công ty Cổ phần Đầu tư Khai thác Nhà ga Quốc tế Đà Nẵng,- Công ty Cổ phần Đầu tư Khai thác Nhà ga Quốc tế Đà Nẵng,- Công ty Cổ phần Đầu tư Khai thác Nhà ga Quốc tế Đà Nẵng,10.710.000,30.000.000.000,"10,00%",7.650.000,30.000.000.000,"10,00%",10710000.0,30000000000.0,0.1,7650000.0,30000000000.0,0.1
- Công ty Cổ phần Đầu tư TCP,- Công ty Cổ phần Đầu tư TCP,- Công ty Cổ phần Đầu tư TCP,1.980.000,19.800.000.000,"18,00%",1.980.000,19.800.000.000,"18,00%",1980000.0,19800000000.0,0.18,1980000.0,19800000000.0,0.18
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,2.436.845.514.694,,,2.435.083.483.718,,,2436845514694.0,,,2435083483718.0,
Dự phòng đầu tư tài chính dài hạn (*),Dự phòng đầu tư tài chính dài hạn (*),Dự phòng đầu tư tài chính dài hạn (*),,(65.876.512.554),,,(64.617.102.172),,,-65876512554.0,,,-64617102172.0,
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,,2.370.969.002.140,,,2.370.466.381.546,,,2370969002140.0,,,2370466381546.0,
