row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,826.488.041.664,780.816.872.512,826488041664.0,780816872512.0
"- Chi phí vật liệu, đồ dùng văn phòng","- Chi phí vật liệu, đồ dùng văn phòng","- Chi phí vật liệu, đồ dùng văn phòng",12.680.249.710,11.832.624.097,12680249710.0,11832624097.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,37.485.839.818,30.874.989.615,37485839818.0,30874989615.0
"- Thuế, phí, lệ phí","- Thuế, phí, lệ phí","- Thuế, phí, lệ phí",18.368.905.060,19.523.872.780,18368905060.0,19523872780.0
- Chi phí sửa chữa tài sản,- Chi phí sửa chữa tài sản,- Chi phí sửa chữa tài sản,51.035.324.824,8.228.795.179,51035324824.0,8228795179.0
"- Chi phí điện, nước, thông tin liên lạc","- Chi phí điện, nước, thông tin liên lạc","- Chi phí điện, nước, thông tin liên lạc",25.033.287.280,24.256.086.259,25033287280.0,24256086259.0
- Chi phí dịch vụ mua ngoài khác,- Chi phí dịch vụ mua ngoài khác,- Chi phí dịch vụ mua ngoài khác,86.689.521.401,31.886.459.434,86689521401.0,31886459434.0
- Chi phí phúc lợi cho người lao động,- Chi phí phúc lợi cho người lao động,- Chi phí phúc lợi cho người lao động,46.561.009.349,37.192.364.300,46561009349.0,37192364300.0
- Công tác phí,- Công tác phí,- Công tác phí,33.581.450.112,33.809.850.670,33581450112.0,33809850670.0
"- Chi ứng hộ, tài trợ","- Chi ứng hộ, tài trợ","- Chi ứng hộ, tài trợ",2.130.000.000,2.090.000.000,2130000000.0,2090000000.0
- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,147.852.468.395,109.722.475.422,147852468395.0,109722475422.0
- Trích lập / (Hoàn nhập) dự phòng nợ phải thu khó đòi,- Trích lập / (Hoàn nhập) dự phòng nợ phải thu khó đòi,- Trích lập / (Hoàn nhập) dự phòng nợ phải thu khó đòi,28.531.595.805,(57.480.182.327),28531595805.0,-57480182327.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.316.437.693.418,1.032.754.207.941,1316437693418.0,1032754207941.0
