row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26.1,2.533.798.820.045,1.267.221.417.021,,261.0,2533798820045.0,1267221417021.0
02,02,02,2. Các khoản giảm trừ doanh thu,26.1,-,(8.677.878.248),,261.0,,-8677878248.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,26.1,2.533.798.820.045,1.258.543.538.773,,261.0,2533798820045.0,1258543538773.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,27,(1.710.918.684.683),(840.782.402.552),,27.0,-1710918684683.0,-840782402552.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,822.880.135.362,417.761.136.221,,,822880135362.0,417761136221.0
21,21,21,6. Doanh thu hoạt động tài chính,26.2,25.688.673.908,16.565.348.949,,262.0,25688673908.0,16565348949.0
22,22,22,7. Chi phí hoạt động tài chính - Trong đó: Chi phí lãi vay,29,(28.610.444.253) (20.554.703.566),(16.550.976.269) (10.560.127.150),,29.0,,
23,23,23,7. Chi phí hoạt động tài chính - Trong đó: Chi phí lãi vay,29,(28.610.444.253) (20.554.703.566),(16.550.976.269) (10.560.127.150),,29.0,,
24,24,24,8. Phần lãi trong công ty liên doanh và liên kết,,598.909.547,197.425.839,,,598909547.0,197425839.0
25,25,25,9. Chi phí bán hàng,28,(188.619.929.874),(118.736.024.011),,28.0,-188619929874.0,-118736024011.0
26,26,26,10. Chi phí quản lý doanh nghiệp,28,(154.386.517.693),(154.374.884.096),,28.0,-154386517693.0,-154374884096.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,477.550.826.997,144.862.026.633,,,477550826997.0,144862026633.0
31,31,31,12. Thu nhập khác,30,11.012.029.151,148.046.652.354,,30.0,11012029151.0,148046652354.0
32,32,32,13. Chi phí khác,30,(4.221.939.695),(16.880.842.305),,30.0,-4221939695.0,-16880842305.0
40,40,40,14. Lợi nhuận khác,30,6.790.089.456,131.165.810.049,,30.0,6790089456.0,131165810049.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,484.340.916.453,276.027.836.682,,,484340916453.0,276027836682.0
51,51,51,16. Chi phí thuế TNDN hiện hành,31.1,(99.684.284.976),(54.177.297.565),,311.0,-99684284976.0,-54177297565.0
52,52,52,17. Lợi nhuận (chỉ phí) thuế TNDN hoãn lại,31.3,2.913.538.401,(13.261.871.723),,313.0,2913538401.0,-13261871723.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,387.570.169.878,208.588.667.394,,,387570169878.0,208588667394.0
61,61,61,19. Lợi nhuận sau thuế của cổ đông công ty mẹ,,345.217.739.625,206.244.169.156,,,345217739625.0,206244169156.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,42.352.430.253,2.344.498.238,,,42352430253.0,2344498238.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,33,2.367,1.424,,33.0,2367.0,1424.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,33,149,1.424,,33.0,149.0,1424.0
