row_label_raw,row_label_full,Đầu tư vào công ty liên kết và công ty liên doanh(Thuyết minh số 15.1) > Đầu tư dài hạn khác (Thuyết minh số 15.2),Số cuối năm > 24.797.751.856 > 5.942.300.000,VND Số đầu năm > 24.198.842.309 > 5.942.300.000,numeric__Số cuối năm > 24.797.751.856 > 5.942.300.000,numeric__VND Số đầu năm > 24.198.842.309 > 5.942.300.000
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,(219.661.340),(460.142.353),-219661340.0,-460142353.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,30.520.390.516,29.680.999.956,30520390516.0,29680999956.0
