row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Số lượng,Số lượng,,
Cổ phiếu đã được duyệt,Cổ phiếu đã được duyệt,Cổ phiếu đã được duyệt,142.114.510,141.572.157,142114510.0,141572157.0
Cổ phiếu đã phát hành,Cổ phiếu đã phát hành,Cổ phiếu đã phát hành,,,,
Cổ phiếu đã đã phát hành và được góp vốnđầy đủ,Cổ phiếu đã phát hành > Cổ phiếu đã đã phát hành và được góp vốnđầy đủ,Cổ phiếu đã đã phát hành và được góp vốnđầy đủ,142.114.510,141.572.157,142114510.0,141572157.0
Cổ phiếu phổ thông,Cổ phiếu đã phát hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,142.114.510,141.572.157,142114510.0,141572157.0
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,,,,
Cổ phiếu quỹ do công ty con nấm giữ,Cổ phiếu quỹ > Cổ phiếu quỹ do công ty con nấm giữ,Cổ phiếu quỹ do công ty con nấm giữ,6.502.165,6.502.165,6502165.0,6502165.0
Cổ phiếu phổ thông,Cổ phiếu quỹ > Cổ phiếu phổ thông,Cổ phiếu phổ thông,6.502.165,6.502.165,6502165.0,6502165.0
Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,,,,
Cổ phiếu phổ thông,Cổ phiếu đang lưu hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,135.612.345,135.069.992,135612345.0,135069992.0
