row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Năm nay,Năm trước,,
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
- Chi phí hoa hồng bán hàng,Chi phí bán hàng > - Chi phí hoa hồng bán hàng,- Chi phí hoa hồng bán hàng,70.668.124.394,38.891.847.674,70668124394.0,38891847674.0
"- Chi phí tiếp thị, nhà mẫu","Chi phí bán hàng > - Chi phí tiếp thị, nhà mẫu","- Chi phí tiếp thị, nhà mẫu",31.825.380.779,15.781.628.495,31825380779.0,15781628495.0
- Chi phí nhân viên,Chi phí bán hàng > - Chi phí nhân viên,- Chi phí nhân viên,27.929.894.511,21.986.558.293,27929894511.0,21986558293.0
- Phí tư vấn,Chi phí bán hàng > - Phí tư vấn,- Phí tư vấn,19.254.849.729,14.635.739.550,19254849729.0,14635739550.0
- Khác,Chi phí bán hàng > - Khác,- Khác,38.941.680.461,27.440.249.999,38941680461.0,27440249999.0
,,,188.619.929.874,118.736.024.011,188619929874.0,118736024011.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
- Chi phí lương nhân viên,Chi phí quản lý doanh nghiệp > - Chi phí lương nhân viên,- Chi phí lương nhân viên,110.869.605.453,96.892.442.094,110869605453.0,96892442094.0
- Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > - Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,21.175.728.643,21.607.608.886,21175728643.0,21607608886.0
- Chi phí thuê,Chi phí quản lý doanh nghiệp > - Chi phí thuê,- Chi phí thuê,2.178.868.003,2.113.309.350,2178868003.0,2113309350.0
- Khấu hao,Chi phí quản lý doanh nghiệp > - Khấu hao,- Khấu hao,2.031.459.342,1.165.897.513,2031459342.0,1165897513.0
- Khác,Chi phí quản lý doanh nghiệp > - Khác,- Khác,18.130.856.252,32.595.626.253,18130856252.0,32595626253.0
,,,154.386.517.693,154.374.884.096,154386517693.0,154374884096.0
TOTAL,Chi phí quản lý doanh nghiệp > TOTAL,TOTAL,343.006.447.567,273.110.908.107,343006447567.0,273110908107.0
