row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Tạm ứng cho nhân viên phục vụ công tácđền bù,Ngắn hạn > Tạm ứng cho nhân viên phục vụ công tácđền bù,Tạm ứng cho nhân viên phục vụ công tácđền bù,111.354.640.763,29.564.479.516,111354640763.0,29564479516.0
Tạm ứng khác cho nhân viên,Ngắn hạn > Tạm ứng khác cho nhân viên,Tạm ứng khác cho nhân viên,14.261.932.186,12.159.465.000,14261932186.0,12159465000.0
Trả trước thuế thu nhập doanh nghiệp theotién đỏ thanh toán của khách hàng,Ngắn hạn > Trả trước thuế thu nhập doanh nghiệp theotién đỏ thanh toán của khách hàng,Trả trước thuế thu nhập doanh nghiệp theotién đỏ thanh toán của khách hàng,9.213.961.104,10.812.576.880,9213961104.0,10812576880.0
"Phải thu do thanh lý hợp đồng hợp táckinh doanh (""HĐHTKD"")","Ngắn hạn > Phải thu do thanh lý hợp đồng hợp táckinh doanh (""HĐHTKD"")","Phải thu do thanh lý hợp đồng hợp táckinh doanh (""HĐHTKD"")",6.210.353.467,-,6210353467.0,
Ký quỹ cho các khoản vay,Ngắn hạn > Ký quỹ cho các khoản vay,Ký quỹ cho các khoản vay,-,18.841.428.377,,18841428377.0
Khác,Ngắn hạn > Khác,Khác,19.782.992.027,24.485.935.304,19782992027.0,24485935304.0
Phải thu khác từ các bên liên quan,Ngắn hạn > Phải thu khác từ các bên liên quan,Phải thu khác từ các bên liên quan,-,1.999.963.309,,1999963309.0
,,,160.823.879.547,97.863.848.386,160823879547.0,97863848386.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Đầu tư vào các HĐHTKD (i),Dài hạn > Đầu tư vào các HĐHTKD (i),Đầu tư vào các HĐHTKD (i),117.264.530.680,78.934.497.680,117264530680.0,78934497680.0
Tạm ứng nhân viên,Dài hạn > Tạm ứng nhân viên,Tạm ứng nhân viên,-,5.849.160.729,,5849160729.0
Ký quỹ,Dài hạn > Ký quỹ,Ký quỹ,7.457.900.301,-,7457900301.0,
,,,124.722.430.981,84.783.658.409,124722430981.0,84783658409.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,285.546.310.528,182.647.506.795,285546310528.0,182647506795.0
Dự phòng phải thu ngắn hạn khó đòi,Dài hạn > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(4.653.330.043),(4.823.235.536),-4653330043.0,-4823235536.0
GIÁ TRỊ THUÀN,Dài hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,280.892.980.485,177.824.271.259,280892980485.0,177824271259.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,280.892.980.485,175.824.307.950,280892980485.0,175824307950.0
Phải thu các bên liên quan,Trong đó: > Phải thu các bên liên quan,Phải thu các bên liên quan,-,1.999.963.309,,1999963309.0
