row_label_raw,row_label_full,col_0,Tại ngày 31 tháng 12 năm 2016 và 2015,Tại ngày 31 tháng 12 năm 2016 và 2015_1,Tại ngày 31 tháng 12 năm 2016 và 2015_2,numeric__Tại ngày 31 tháng 12 năm 2016 và 2015,numeric__Tại ngày 31 tháng 12 năm 2016 và 2015_1,numeric__Tại ngày 31 tháng 12 năm 2016 và 2015_2
,,,Số lượng cổ phiếu,Tỷ lệ sở hữu (%),Giá mua VND,,,
Công ty Cổ phần Phát triển Nhà Bắc Trung Nam,Công ty Cổ phần Phát triển Nhà Bắc Trung Nam,Công ty Cổ phần Phát triển Nhà Bắc Trung Nam,353.330,"7,00",3.533.300.000,353330.0,7.0,3533300000.0
Công ty Đầu tư Tài chính Hồng Phát,Công ty Đầu tư Tài chính Hồng Phát,Công ty Đầu tư Tài chính Hồng Phát,150.000,"1,25",2.409.000.000,150000.0,1.25,2409000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,5.942.300.000,,,5942300000.0
