row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Ông Trần Thanh Phong,Ông Trần Thanh Phong,Ông Trần Thanh Phong,Phó chủ tịch,Cổ tức phải trả,2.175.785.655,4.019.523.700,,,2175785655.0,4019523700.0
Ông Nguyễn Xuân Quang,Ông Nguyễn Xuân Quang,Ông Nguyễn Xuân Quang,Chủ tịch,Chuyển tiền mua cổ phần,20.412.500.000,24.291.250.000,,,20412500000.0,24291250000.0
Ông Nguyễn Xuân Quang,Ông Nguyễn Xuân Quang,Ông Nguyễn Xuân Quang,Chủ tịch,Cổ tức phải trả,5.183.940.711,8.518.757.940,,,5183940711.0,8518757940.0
Bà Nguyễn Thị Ngọc Lan,Bà Nguyễn Thị Ngọc Lan,Bà Nguyễn Thị Ngọc Lan,Bên liên quan,Hoàn trả gốc vay,5.000.000.000,1.000.000.000,,,5000000000.0,1000000000.0
Bà Nguyễn Thị Ngọc Lan,Bà Nguyễn Thị Ngọc Lan,Bà Nguyễn Thị Ngọc Lan,Bên liên quan,Vay,5.000.000.000,-,,,5000000000.0,
Bà Nguyễn Thị Ngọc Lan,Bà Nguyễn Thị Ngọc Lan,Bà Nguyễn Thị Ngọc Lan,Bên liên quan,Chi phí lãi vay,203.534.000,-,,,203534000.0,
Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên,Bên liên quan,Hoàn trả gốc vay,4.692.821.000,1.281.100.000,,,4692821000.0,1281100000.0
Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên,Bên liên quan,Tạm ứng mua đất,1.560.085.727,-,,,1560085727.0,
Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên,Bên liên quan,Mua cổ phần trong,,,,,,
Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên > Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên,Bên liên quan,Nguyên Phúc,-,22.084.500.000,,,,22084500000.0
Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên > Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên,Bên liên quan,Vay,-,2.675.966.000,,,,2675966000.0
Bà Nguyễn Thị Bích Ngọc,Bà Nguyễn Thị Phúc Nguyên > Bà Nguyễn Thị Bích Ngọc,Bà Nguyễn Thị Bích Ngọc,Bên liên quan,Cổ tức phải trả,2.238.161.649,4.314.756.460,,,2238161649.0,4314756460.0
Bà Ngô Thị Ngọc Liễu,Bà Nguyễn Thị Phúc Nguyên > Bà Ngô Thị Ngọc Liễu,Bà Ngô Thị Ngọc Liễu,Bên liên quan,Tạm ứng mua căn hồ,1.312.559.042,-,,,1312559042.0,
Bà Ngô Thị Ngọc Liễu,Bà Nguyễn Thị Phúc Nguyên > Bà Ngô Thị Ngọc Liễu,Bà Ngô Thị Ngọc Liễu,Bên liên quan,Cổ tức phải trả,1.780.350.249,-,,,1780350249.0,
