row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm VND,Số đầu năm (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm (trình bày lại) VND
300,300,300,C. NỘ PHẢI TRẢ,,6.075.402.095.022,5.425.822.583.238,,,6075402095022.0,5425822583238.0
310,310,310,I. Nợ phải trả ngắn hạn,,5.841.951.456.398,4.702.545.475.813,,,5841951456398.0,4702545475813.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,20,4.819.340.678.085,3.913.847.967.537,,20.0,4819340678085.0,3913847967537.0
312,312,312,1.1. Vay ngắn hạn,,4.819.340.678.085,3.913.847.967.537,,,4819340678085.0,3913847967537.0
316,316,316,2. Trái phiếu phát hành ngắn hạn,21,376.000.000.000,-,,21.0,376000000000.0,
318,318,318,3. Phải trả hoạt động giao dịch chứng khoán,22,39.617.787.653,308.942.165.126,,22.0,39617787653.0,308942165126.0
320,320,320,4. Phải trả người bán ngắn hạn,23,9.261.510.278,4.847.340.451,,23.0,9261510278.0,4847340451.0
321,321,321,5. Người mua trả tiền trước ngắn hạn,,4.141.733.170,4.893.483.331,,,4141733170.0,4893483331.0
322,322,322,6. Thuế và các khoản phải nộp Nhà nước,24,73.816.803.238,91.848.160.110,,24.0,73816803238.0,91848160110.0
323,323,323,7. Phải trả người lao động,,4.726.744.169,3.908.502.405,,,4726744169.0,3908502405.0
324,324,324,8. Các khoản trích nộp phúc lợi nhân viên,,168.596.552,6.742.952,,,168596552.0,6742952.0
325,325,325,9. Chi phí phải trả ngắn hạn,25,62.998.576.869,63.406.571.076,,25.0,62998576869.0,63406571076.0
327,327,327,10. Doanh thu chưa thực hiện ngắn hạn,,244.986.666,-,,,244986666.0,
329,329,329,"11. Các khoản phải trả, phải nộp ngắn hạn khác",26,300.115.900.807,194.911.136.262,,26.0,300115900807.0,194911136262.0
331,331,331,"12. Quỹ khen thưởng, phúc lợi",,151.518.138.911,115.933.406.563,,,151518138911.0,115933406563.0
340,340,340,II. Nợ phải trả dài hạn,,233.450.638.624,723.277.107.425,,,233450638624.0,723277107425.0
346,346,346,1. Trái phiếu phát hành dài hạn,21,199.651.666.665,687.500.000.000,,21.0,199651666665.0,687500000000.0
351,351,351,2. Doanh thu chưa thực hiện dài hạn,27,33.511.108.968,33.511.108.968,,27.0,33511108968.0,33511108968.0
352,352,352,"3. Nhận ký quỹ, ký cược dài hạn",,230.577.141,453.246.599,,,230577141.0,453246599.0
356,356,356,4. Thuế thu nhập doanh nghiệp hoãn lại phải trả,17,57.285.850,1.812.751.858,,17.0,57285850.0,1812751858.0
400,400,400,D. VỐN CHỦ SỞ HỮU,28,7.152.567.156.682,6.727.609.014.290,,28.0,7152567156682.0,6727609014290.0
410,410,410,I. Vốn chủ sở hữu,,7.152.567.156.682,6.727.609.014.290,,,7152567156682.0,6727609014290.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,4.927.409.917.200,4.825.142.703.161,,,4927409917200.0,4825142703161.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,4.900.636.840.000,4.800.636.840.000,,,4900636840000.0,4800636840000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,4.900.636.840.000,4.800.636.840.000,,,4900636840000.0,4800636840000.0
411.2,411.2,411.2,1.2. Thặng dư vốn cổ phần,,29.265.860.000,29.285.860.000,,,29265860000.0,29285860000.0
411.4,411.4,411.4,1.3. Vốn khác của chủ sở hữu,,-,(4.609.514.439),,,,-4609514439.0
411.5,411.5,411.5,1.4. Cổ phiếu quỹ,,(2.492.782.800),(170.482.400),,,-2492782800.0,-170482400.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,40,(2.689.490.143),(3.123.757.542),,40.0,-2689490143.0,-3123757542.0
413,413,413,3. Chênh lệch tỷ giá hối đoái,,34.056.420.954,31.013.180.718,,,34056420954.0,31013180718.0
414,414,414,4. Quỹ dự trữ bổ sung vốn điều lệ,,311.560.605.893,268.076.952.217,,,311560605893.0,268076952217.0
415,415,415,5. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,227.053.011.209,183.569.357.533,,,227053011209.0,183569357533.0
417,417,417,6. Lợi nhuận chưa phân phối,,1.576.075.507.357,1.341.790.215.838,,,1576075507357.0,1341790215838.0
417.1,417.1,417.1,6.1 Lợi nhuận đã thực hiện,28.1,1.727.170.255.230,1.528.039.483.892,,281.0,1727170255230.0,1528039483892.0
417.2,417.2,417.2,6.2 Lợi nhuận chưa thực hiện,28.1,(151.094.747.873),(186.249.268.054),,281.0,-151094747873.0,-186249268054.0
418,418,418,7. Lợi ích cổ đông không kiểm soát,,79.101.184.212,81.140.362.365,,,79101184212.0,81140362365.0
420,420,420,II. Nguồn kinh phí và quỹ khác,,-,-,,,,
440,420 > 440,440,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,13.227.969.251.704,12.153.431.597.528,,,13227969251704.0,12153431597528.0
