row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước (trình bày lại) VND,numeric__Năm nay VND,numeric__Năm trước (trình bày lại) VND
Chi phí/(thu nhập) thuế TNDN hoãn lại,Chi phí/(thu nhập) thuế TNDN hoãn lại,Chi phí/(thu nhập) thuế TNDN hoãn lại,Chi phí/(thu nhập) thuế TNDN hoãn lại,Chi phí/(thu nhập) thuế TNDN hoãn lại,,
Giảm chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,Chi phí/(thu nhập) thuế TNDN hoãn lại > Giảm chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,Giảm chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,623.491.200,80.261.543.101,623491200.0,80261543101.0
Trích lập dự phòng giảm giá trị tài sản đảm bảo của khoản đầu tư nhận hoàn vốn theo tiến độ,Chi phí/(thu nhập) thuế TNDN hoãn lại > Trích lập dự phòng giảm giá trị tài sản đảm bảo của khoản đầu tư nhận hoàn vốn theo tiến độ,Trích lập dự phòng giảm giá trị tài sản đảm bảo của khoản đầu tư nhận hoàn vốn theo tiến độ,(29.732.518.646),(9.998.897.943),-29732518646.0,-9998897943.0
Doanh thu phát sinh tạm thời chịu thuế năm 2015 đã nộp thuế,Chi phí/(thu nhập) thuế TNDN hoãn lại > Doanh thu phát sinh tạm thời chịu thuế năm 2015 đã nộp thuế,Doanh thu phát sinh tạm thời chịu thuế năm 2015 đã nộp thuế,-,(27.131.335.840),,-27131335840.0
Trích lập dự phòng suy giảm giá trị các khoản cho vay,Chi phí/(thu nhập) thuế TNDN hoãn lại > Trích lập dự phòng suy giảm giá trị các khoản cho vay,Trích lập dự phòng suy giảm giá trị các khoản cho vay,(8.010.246.862),-,-8010246862.0,
Doanh thu chưa thực hiện do hợp nhất báo cáo tài chính,Chi phí/(thu nhập) thuế TNDN hoãn lại > Doanh thu chưa thực hiện do hợp nhất báo cáo tài chính,Doanh thu chưa thực hiện do hợp nhất báo cáo tài chính,-,(5.658.251.567),,-5658251567.0
Lợi nhuận của công ty con tạm thời không chịu thuế TNDN,Chi phí/(thu nhập) thuế TNDN hoãn lại > Lợi nhuận của công ty con tạm thời không chịu thuế TNDN,Lợi nhuận của công ty con tạm thời không chịu thuế TNDN,(1.755.466.008),(1.404.966.074),-1755466008.0,-1404966074.0
Thuế TNDN hoãn lại từ hoàn nhập dự phòng của công ty liên kết trong năm,Chi phí/(thu nhập) thuế TNDN hoãn lại > Thuế TNDN hoãn lại từ hoàn nhập dự phòng của công ty liên kết trong năm,Thuế TNDN hoãn lại từ hoàn nhập dự phòng của công ty liên kết trong năm,-,(24.142.021.743),,-24142021743.0
Thuế TNDN hoãn lại điều chỉnh theo quyết toán thuế,Chi phí/(thu nhập) thuế TNDN hoãn lại > Thuế TNDN hoãn lại điều chỉnh theo quyết toán thuế,Thuế TNDN hoãn lại điều chỉnh theo quyết toán thuế,-,207.915.769,,207915769.0
(Thu nhập)/Chi phí thuế TNDN hoãn lại,Chi phí/(thu nhập) thuế TNDN hoãn lại > (Thu nhập)/Chi phí thuế TNDN hoãn lại,(Thu nhập)/Chi phí thuế TNDN hoãn lại,(38.874.740.316),12.133.985.703,-38874740316.0,12133985703.0
