row_label_raw,row_label_full,Thuế giá trị gia tăng,Số cuối nămVND > 5.482.965.448,Số đầu nămVND > 903.522.406,numeric__Số cuối nămVND > 5.482.965.448,numeric__Số đầu nămVND > 903.522.406
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,51.481.407.842,75.215.403.673,51481407842.0,75215403673.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,14.280.175.092,13.320.356.345,14280175092.0,13320356345.0
Các loại thuế khác (thuế nhà thầu),Các loại thuế khác (thuế nhà thầu),Các loại thuế khác (thuế nhà thầu),2.572.254.856,2.408.877.686,2572254856.0,2408877686.0
Tổng cộng,Tổng cộng,Tổng cộng,73.816.803.238,91.848.160.110,73816803238.0,91848160110.0
