row_label_raw,row_label_full,col_0,Lãi suất vay %/năm,Số dư đầu năm VND,Số vay trong năm VND,Số đã trả trong năm VND,Số dư cuối năm VND,numeric__Lãi suất vay %/năm,numeric__Số dư đầu năm VND,numeric__Số vay trong năm VND,numeric__Số đã trả trong năm VND,numeric__Số dư cuối năm VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,3.913.847.967.537,32.203.034.307.330,31.297.541.596.782,4.819.340.678.085,,3913847967537.0,32203034307330.0,31297541596782.0,4819340678085.0
Vay thầu chi,Vay thầu chi,Vay thầu chi,"0,8 - 6,57",1.706.347.967.537,23.400.034.307.330,23.852.041.596.782,1.254.340.678.085,,1706347967537.0,23400034307330.0,23852041596782.0,1254340678085.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,"5,0 - 7,0",2.207.500.000.000,8.803.000.000.000,7.445.500.000.000,3.565.000.000.000,,2207500000000.0,8803000000000.0,7445500000000.0,3565000000000.0
- Ngân hàng TMCP Ngoại Thương Việt Nam,- Ngân hàng TMCP Ngoại Thương Việt Nam,- Ngân hàng TMCP Ngoại Thương Việt Nam,,2.007.500.000.000,7.859.000.000.000,6.895.500.000.000,2.971.000.000.000,,2007500000000.0,7859000000000.0,6895500000000.0,2971000000000.0
- Ngân hàng TMCP Quốc tế Việt Nam,- Ngân hàng TMCP Quốc tế Việt Nam,- Ngân hàng TMCP Quốc tế Việt Nam,,200.000.000.000,247.000.000.000,200.000.000.000,247.000.000.000,,200000000000.0,247000000000.0,200000000000.0,247000000000.0
- Ngân hàng TMCP Xăng dầu Petrolimex,- Ngân hàng TMCP Xăng dầu Petrolimex,- Ngân hàng TMCP Xăng dầu Petrolimex,,-,697.000.000.000,350.000.000.000,347.000.000.000,,,697000000000.0,350000000000.0,347000000000.0
Nợ thuê tài sản tài chính ngắn hạn,Nợ thuê tài sản tài chính ngắn hạn,Nợ thuê tài sản tài chính ngắn hạn,,-,-,-,-,,,,,
Tổng cộng,Nợ thuê tài sản tài chính ngắn hạn > Tổng cộng,Tổng cộng,,3.913.847.967.537,32.203.034.307.330,31.297.541.596.782,4.819.340.678.085,,3913847967537.0,32203034307330.0,31297541596782.0,4819340678085.0
