row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước (trình bày lại) VND,numeric__Năm nay VND,numeric__Năm trước (trình bày lại) VND
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,1.056.825.860.115,1.053.797.641.057,1056825860115.0,1053797641057.0
Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,(31.527.632.391),(192.240.296.954),-31527632391.0,-192240296954.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,277.787.220.802,426.844.249.827,277787220802.0,426844249827.0
- Dự phòng giảm giá chứng khoán không niêm yết cuối năm,- Dự phòng giảm giá chứng khoán không niêm yết cuối năm,- Dự phòng giảm giá chứng khoán không niêm yết cuối năm,37.839.537.400,40.956.993.400,37839537400.0,40956993400.0
- Dự phòng giá trị đầu tư nhận hoàn vốn cuối năm,- Dự phòng giá trị đầu tư nhận hoàn vốn cuối năm,- Dự phòng giá trị đầu tư nhận hoàn vốn cuối năm,198.657.082.945,49.994.489.716,198657082945.0,49994489716.0
- Chênh lệch tạm thời tính thuế năm 2015,- Chênh lệch tạm thời tính thuế năm 2015,- Chênh lệch tạm thời tính thuế năm 2015,-,135.656.679.197,,135656679197.0
- Chênh lệch đánh giá lại tài sản tài chính AFS,- Chênh lệch đánh giá lại tài sản tài chính AFS,- Chênh lệch đánh giá lại tài sản tài chính AFS,333.533.023,10.339.161.500,333533023.0,10339161500.0
- Chi phí dự phòng các khoản cho vay,- Chi phí dự phòng các khoản cho vay,- Chi phí dự phòng các khoản cho vay,40.051.234.311,-,40051234311.0,
- Doanh thu chưa thực hiện trên phần sở hữu của Công ty tại công ty liên kết trên báo cáo hợp nhất,- Doanh thu chưa thực hiện trên phần sở hữu của Công ty tại công ty liên kết trên báo cáo hợp nhất,- Doanh thu chưa thực hiện trên phần sở hữu của Công ty tại công ty liên kết trên báo cáo hợp nhất,-,28.291.257.837,,28291257837.0
- Hoàn nhập dự phòng đầu tư vào công ty liên kết cho mục đích hợp nhất,- Hoàn nhập dự phòng đầu tư vào công ty liên kết cho mục đích hợp nhất,- Hoàn nhập dự phòng đầu tư vào công ty liên kết cho mục đích hợp nhất,-,109.759.654.941,,109759654941.0
- Thanh lý cổ phiếu công ty liên kết trên báo cáo hợp nhất,- Thanh lý cổ phiếu công ty liên kết trên báo cáo hợp nhất,- Thanh lý cổ phiếu công ty liên kết trên báo cáo hợp nhất,-,51.403.634.636,,51403634636.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,905.833.123,442.378.600,905833123.0,442378600.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(309.314.853.193),(619.084.546.781),-309314853193.0,-619084546781.0
- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,(77.276.999.500),(58.882.634.250),-77276999500.0,-58882634250.0
- Lợi nhuận trước thuế từ công ty con,- Lợi nhuận trước thuế từ công ty con,- Lợi nhuận trước thuế từ công ty con,(67.074.882.903),(47.233.988.764),-67074882903.0,-47233988764.0
- Lãi từ các khoản đầu tư vào công ty liên kết,- Lãi từ các khoản đầu tư vào công ty liên kết,- Lãi từ các khoản đầu tư vào công ty liên kết,(73.457.661.737),(109.964.025.808),-73457661737.0,-109964025808.0
- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đầu năm,- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đầu năm,- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đầu năm,(40.956.993.400),(402.058.826.278),-40956993400.0,-402058826278.0
- Hoàn nhập dự phòng giá trị đầu tư nhận hoàn vốn đầu năm,- Hoàn nhập dự phòng giá trị đầu tư nhận hoàn vốn đầu năm,- Hoàn nhập dự phòng giá trị đầu tư nhận hoàn vốn đầu năm,(49.994.489.716),-,-49994489716.0,
- Chênh lệch tạm thời chịu thuế năm trước chuyển sang,- Chênh lệch tạm thời chịu thuế năm trước chuyển sang,- Chênh lệch tạm thời chịu thuế năm trước chuyển sang,(553.825.937),(945.071.681),-553825937.0,-945071681.0
Thu nhập chịu thuế uốc tính năm hiện hành,Thu nhập chịu thuế uốc tính năm hiện hành,Thu nhập chịu thuế uốc tính năm hiện hành,1.025.298.227.724,861.557.344.103,1025298227724.0,861557344103.0
Thuế suất thuế TNDN,Thuế suất thuế TNDN,Thuế suất thuế TNDN,20%,22%,0.2,0.22
Thuế TNDN phải trả uốc tính năm hiện hành,Thuế TNDN phải trả uốc tính năm hiện hành,Thuế TNDN phải trả uốc tính năm hiện hành,205.059.645.545,189.542.615.702,205059645545.0,189542615702.0
Thuế TNDN phải trả uốc tính tại công ty con,Thuế TNDN phải trả uốc tính tại công ty con,Thuế TNDN phải trả uốc tính tại công ty con,15.462.957.711,12.260.958.527,15462957711.0,12260958527.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,75.215.403.673,23.038.276.709,75215403673.0,23038276709.0
Điều chỉnh tăng thuế TNDN theo Quyết toán thuế,Điều chỉnh tăng thuế TNDN theo Quyết toán thuế,Điều chỉnh tăng thuế TNDN theo Quyết toán thuế,181.317.272,379.510.893,181317272.0,379510893.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(244.437.916.359),(150.005.958.158),-244437916359.0,-150005958158.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,51.481.407.842,75.215.403.673,51481407842.0,75215403673.0
