row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,Phải thu/(phải trả)_2,Phải thu/(phải trả)_3,Doanh thu/ (chi phí) VND,numeric__Giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1,numeric__Phải thu/(phải trả)_2,numeric__Phải thu/(phải trả)_3,numeric__Doanh thu/ (chi phí) VND
Công ty liên quan,Công ty liên quan,Công ty liên quan,Giao dịch,Số đầu năm VND,Tăng trong năm VND,Giảm trong năm VND,Số cuối năm VND,Doanh thu/ (chi phí) VND,,,,,,
CTCP Tập đoàn PAN và công ty con,Công ty liên quan > CTCP Tập đoàn PAN và công ty con,CTCP Tập đoàn PAN và công ty con,"Phí giao dịch chứng khoán, phi lưu ký và phí ứng trước tiền bán chứng khoán",-,574.411.312,(574.411.312),-,574.411.312,,,574411312.0,-574411312.0,,574411312.0
CTCP Tập đoàn PAN và công ty con,Công ty liên quan > CTCP Tập đoàn PAN và công ty con,CTCP Tập đoàn PAN và công ty con,Phải thu ký quỹ,44.623.697.526,39.442.130.180,(84.065.827.706),-,376.247.509,,44623697526.0,39442130180.0,-84065827706.0,,376247509.0
CTCP Tập đoàn PAN và công ty con,Công ty liên quan > CTCP Tập đoàn PAN và công ty con,CTCP Tập đoàn PAN và công ty con,Phi hợp đồng tư vấn,80.000.000,10.531.402.864,(10.529.402.864),82.000.000,9.595.820.786,,80000000.0,10531402864.0,-10529402864.0,82000000.0,9595820786.0
CTCP Tập đoàn PAN và công ty con,Công ty liên quan > CTCP Tập đoàn PAN và công ty con,CTCP Tập đoàn PAN và công ty con,Ứng trước hợp đồng tư vấn,(100.000.000),-,100.000.000,-,-,,-100000000.0,,100000000.0,,
CTCP Tập đoàn PAN và công ty con,Công ty liên quan > CTCP Tập đoàn PAN và công ty con,CTCP Tập đoàn PAN và công ty con,Phải trả tiền bán chứng khoán,(697.325),(7.408.615.364),7.409.312.689,-,-,,-697325.0,-7408615364.0,7409312689.0,,
CTCP Tập đoàn PAN và công ty con,Công ty liên quan > CTCP Tập đoàn PAN và công ty con,CTCP Tập đoàn PAN và công ty con,Bán chứng khoán,-,70.000.000.000,(70.000.000.000),-,-,,,70000000000.0,-70000000000.0,,
CTCP Tập đoàn PAN và công ty con,Công ty liên quan > CTCP Tập đoàn PAN và công ty con,CTCP Tập đoàn PAN và công ty con,Chi phí thuê kho và dịch vụ,(46.395.370),(1.172.564.708),1.198.072.154,(20.887.924),(1.172.564.708),,-46395370.0,-1172564708.0,1198072154.0,-20887924.0,-1172564708.0
CTCP Tập đoàn PAN và công ty con,Công ty liên quan > CTCP Tập đoàn PAN và công ty con,CTCP Tập đoàn PAN và công ty con,Đặt cọc thuê văn phòng,78.262.800,41.741.700,(78.262.800),41.741.700,-,,78262800.0,41741700.0,-78262800.0,41741700.0,
CTCP Tập đoàn PAN và công ty con,Công ty liên quan > CTCP Tập đoàn PAN và công ty con,CTCP Tập đoàn PAN và công ty con,Nhận cọc môi giới chứng khoán,-,(2.714.340.200.549),2.458.289.779.273,(256.050.421.276),-,,,-2714340200549.0,2458289779273.0,-256050421276.0,
CTCP Tập đoàn PAN và công ty con,Công ty liên quan > CTCP Tập đoàn PAN và công ty con,CTCP Tập đoàn PAN và công ty con,Lãi nhận cọc phải trả,-,(20.339.938.253),19.358.587.261,(981.350.992),(20.339.938.253),,,-20339938253.0,19358587261.0,-981350992.0,-20339938253.0
CTCP Tập đoàn PAN và công ty con,Công ty liên quan > CTCP Tập đoàn PAN và công ty con,CTCP Tập đoàn PAN và công ty con,Chi phí mua hàng hóa,-,(2.188.650.000),2.188.650.000,-,(2.188.650.000),,,-2188650000.0,2188650000.0,,-2188650000.0
CTCP Tập đoàn PAN và công ty con,Công ty liên quan > CTCP Tập đoàn PAN và công ty con,CTCP Tập đoàn PAN và công ty con,Góp vốn theo phương pháp vốn chủ sở hữu,422.732.107.418,57.824.114.078,(15.652.786.862),464.903.434.634,41.122.291.544,,422732107418.0,57824114078.0,-15652786862.0,464903434634.0,41122291544.0
CTCP Khử trùng Việt Nam,Công ty liên quan > CTCP Khử trùng Việt Nam,CTCP Khử trùng Việt Nam,Góp vốn theo phương pháp vốn chủ sở hữu,142.257.104.959,28.845.509.065,(18.126.572.115),152.976.041.909,20.439.909.064,,142257104959.0,28845509065.0,-18126572115.0,152976041909.0,20439909064.0
Công ty cổ phần Cắng Đồng Nai,Công ty liên quan > Công ty cổ phần Cắng Đồng Nai,Công ty cổ phần Cắng Đồng Nai,Góp vốn theo phương pháp vốn chủ sở hữu,67.007.510.494,11.895.461.128,(4.199.426.700),74.703.544.922,11.895.461.129,,67007510494.0,11895461128.0,-4199426700.0,74703544922.0,11895461129.0
Công ty TNHH MTV Nguyễn Sài Gòn,Công ty liên quan > Công ty TNHH MTV Nguyễn Sài Gòn,Công ty TNHH MTV Nguyễn Sài Gòn,"Phí giao dịch, phi lưu ký và phí ứng trước tiền bán chứng khoán",-,501.082.508,(501.082.508),-,501.082.508,,,501082508.0,-501082508.0,,501082508.0
Công ty TNHH MTV Nguyễn Sài Gòn,Công ty liên quan > Công ty TNHH MTV Nguyễn Sài Gòn,Công ty TNHH MTV Nguyễn Sài Gòn,Phải thu giao dịch ký quỹ,-,17.618.730.327,(17.618.730.327),-,23.075.065,,,17618730327.0,-17618730327.0,,23075065.0
Công ty TNHH MTV Nguyễn Sài Gòn,Công ty liên quan > Công ty TNHH MTV Nguyễn Sài Gòn,Công ty TNHH MTV Nguyễn Sài Gòn,Cổ tức SSI,-,(208.002.000),208.002.000,-,-,,,-208002000.0,208002000.0,,
