row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm VND,Số đầu năm (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm (trình bày lại) VND
200,200,200,B. TÀI SẢN DÀI HẠN,,1.342.980.181.165,1.178.479.650.116,,,1342980181165.0,1178479650116.0
210,210,210,I. Tài sản tài chính dài hạn,,750.343.966.349,687.417.114.391,,,750343966349.0,687417114391.0
212,212,212,1. Các khoản đầu tư,11,750.343.966.349,687.417.114.391,,11.0,750343966349.0,687417114391.0
212.1,212.1,212.1,1.1. Các khoản đầu tư nằm giữ đến ngày đáo hạn,,41.007.379.429,50.000.000.000,,,41007379429.0,50000000000.0
212.3,212.3,212.3,"1.2. Đầu tư vào công ty liên doanh, liên kết",,709.336.586.920,637.417.114.391,,,709336586920.0,637417114391.0
220,220,220,II. Tài sản cố định,,131.416.882.683,131.682.063.084,,,131416882683.0,131682063084.0
221,221,221,1. Tài sản cố định hữu hình,12,12.569.448.484,14.797.817.761,,12.0,12569448484.0,14797817761.0
222,222,222,1.1. Nguyên giá,,89.953.237.422,87.250.084.078,,,89953237422.0,87250084078.0
223a,223a,223a,1.2. Giá trị khấu hao lũy kế,,(77.383.788.938),(72.452.266.317),,,-77383788938.0,-72452266317.0
227,227,227,2. Tài sản cố định vô hình,13,118.847.434.199,116.884.245.323,,13.0,118847434199.0,116884245323.0
228,228,228,2.1. Nguyên giá,,173.208.004.861,167.521.245.561,,,173208004861.0,167521245561.0
229a,229a,229a,2.2. Giá trị hao mòn lũy kế,,(54.360.570.662),(50.637.000.238),,,-54360570662.0,-50637000238.0
230,230,230,III. Bất động sản đầu tư,14,261.341.171.964,268.409.921.032,,14.0,261341171964.0,268409921032.0
231,231,231,1. Nguyên giá,,314.275.801.824,311.647.615.101,,,314275801824.0,311647615101.0
232a,232a,232a,2. Giá trị khấu hao lũy kế,,(52.934.629.860),(43.237.694.069),,,-52934629860.0,-43237694069.0
240,240,240,IV. Chi phí xây dựng cơ bản dở dang,15,46.777.509.012,298.340.000,,15.0,46777509012.0,298340000.0
250,250,250,V. Tài sản dài hạn khác,,153.100.651.157,90.672.211.609,,,153100651157.0,90672211609.0
251,251,251,"1. Cảm có, thể chấp, ký quỹ, ký cược dài hạn",,19.105.729.716,17.287.240.210,,,19105729716.0,17287240210.0
252,252,252,2. Chi phí trả trước dài hạn,16,25.895.763.102,2.405.087.368,,16.0,25895763102.0,2405087368.0
253,253,253,3. Tài sản thuê thu nhập hoãn lại,17,88.099.158.339,50.979.884.031,,17.0,88099158339.0,50979884031.0
254,254,254,4. Tiền nộp Quỹ Hồ trợ thanh toán,18,20.000.000.000,20.000.000.000,,18.0,20000000000.0,20000000000.0
260,260,260,VI. Dự phòng suy giảm giá trị tài sản dài hạn,,-,-,,,,
270,260 > 270,270,TỔNG CỘNG TÀI SẢN,,13.227.969.251.704,12.153.431.597.528,,,13227969251704.0,12153431597528.0
