row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Giá bán bình quân VND/đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,Lãi bán chứng khoán năm nay VND,Lãi bán chứng khoán năm trước (trình bày lại) VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Giá bán bình quân VND/đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,numeric__Lãi bán chứng khoán năm nay VND,numeric__Lãi bán chứng khoán năm trước (trình bày lại) VND
1,1,1,LÃI BÁN,LÃI BÁN,LÃI BÁN,LÃI BÁN,LÃI BÁN,LÃI BÁN,LÃI BÁN,,,,,,,
1,1 > 1,1,Cổ phiếu niêm yết,56.028.341,,2.067.820.089.028,1.608.201.601.330,459.618.487.698,64.023.476.597,,56028341.0,,2067820089028.0,1608201601330.0,459618487698.0,64023476597.0
1,1 > 1,1,DBC,12.213.479,34.546,421.932.235.811,315.836.741.093,106.095.494.718,4.387.014.089,,12213479.0,34546.0,421932235811.0,315836741093.0,106095494718.0,4387014089.0
1,1 > 1,1,HPG,11.182.590,40.956,457.990.127.707,404.444.928.396,53.545.199.311,-,,11182590.0,40956.0,457990127707.0,404444928396.0,53545199311.0,
1,1 > 1,1,TMS,1.994.593,64.459,128.569.628.500,37.073.538.862,91.496.089.638,-,,1994593.0,64459.0,128569628500.0,37073538862.0,91496089638.0,
1,1 > 1,1,GIL,4.316.966,57.207,246.961.698.000,167.136.594.251,79.825.103.749,-,,4316966.0,57207.0,246961698000.0,167136594251.0,79825103749.0,
1,1 > 1,1,SGN,400.000,112.150,44.860.000.000,12.714.285.715,32.145.714.285,-,,400000.0,112150.0,44860000000.0,12714285715.0,32145714285.0,
1,1 > 1,1,VHL,1.805.800,42.492,76.732.870.000,32.134.996.714,44.597.873.286,387.879.714,,1805800.0,42492.0,76732870000.0,32134996714.0,44597873286.0,387879714.0
1,1 > 1,1,Cổ phiếu niêm yết khác,24.114.913,,690.773.529.010,638.860.516.299,51.913.012.711,59.248.582.794,,24114913.0,,690773529010.0,638860516299.0,51913012711.0,59248582794.0
2,1 > 2,2,Cổ phiếu chưa niêm yết,460.000,,23.057.500.000,23.000.000.000,57.500.000,133.872.665.854,,460000.0,,23057500000.0,23000000000.0,57500000.0,133872665854.0
3,1 > 3,3,Trái phiếu,77.578.000,,8.148.754.311.668,8.080.224.798.885,68.529.512.783,6.143.674.254,,77578000.0,,8148754311668.0,8080224798885.0,68529512783.0,6143674254.0
3,1 > 3,3,TP_BVDB15206,18.558.000,104.721,1.943.416.146.233,1.922.882.058.667,20.534.087.566,304.000.000,,18558000.0,104721.0,1943416146233.0,1922882058667.0,20534087566.0,304000000.0
3,1 > 3,3,TP_TD1518357,17.500.000,104.612,1.830.716.000.000,1.812.889.286.886,17.826.713.114,-,,17500000.0,104612.0,1830716000000.0,1812889286886.0,17826713114.0,
3,1 > 3,3,Trái phiếu niêm yết khác,41.520.000,,4.374.622.165.435,4.344.453.453.332,30.168.712.103,5.839.674.254,,41520000.0,,4374622165435.0,4344453453332.0,30168712103.0,5839674254.0
4,1 > 4,4,Trái phiếu chưa niêm yết,8.990,,1.169.348.951.300,1.169.000.000.000,348.951.300,-,,8990.0,,1169348951300.0,1169000000000.0,348951300.0,
4,1 > 4,4,Tổng cộng,134.075.331,,11.408.980.851.996,10.880.426.400.215,528.554.451.781,204.039.816.705,,134075331.0,,11408980851996.0,10880426400215.0,528554451781.0,204039816705.0
