row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm (trình bày lại) VND,numeric__Số cuối năm VND,numeric__Số đầu năm (trình bày lại) VND
Phải trả Sở Giao dịch Chứng khoán (Phải trả về mua các tài sản tài chính),Phải trả Sở Giao dịch Chứng khoán (Phải trả về mua các tài sản tài chính),Phải trả Sở Giao dịch Chứng khoán (Phải trả về mua các tài sản tài chính),39.617.787.653,104.212.959.126,39617787653.0,104212959126.0
Phải trả Trung tâm Lưu ký Chứng khoán,Phải trả Trung tâm Lưu ký Chứng khoán,Phải trả Trung tâm Lưu ký Chứng khoán,-,204.729.206.000,,204729206000.0
Tổng cộng,Tổng cộng,Tổng cộng,39.617.787.653,308.942.165.126,39617787653.0,308942165126.0
