row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
1. Các khoản phải thu bán các khoản đầu tư Trong đó các khoản phải thu về bán các khoản đầu tư không có khả năng thu hồi,1. Các khoản phải thu bán các khoản đầu tư Trong đó các khoản phải thu về bán các khoản đầu tư không có khả năng thu hồi,1. Các khoản phải thu bán các khoản đầu tư Trong đó các khoản phải thu về bán các khoản đầu tư không có khả năng thu hồi,53.486.347.570,2.531.847.570,53486347570.0,2531847570.0
1. Các khoản phải thu bán các khoản đầu tư Trong đó các khoản phải thu về bán các khoản đầu tư không có khả năng thu hồi,1. Các khoản phải thu bán các khoản đầu tư Trong đó các khoản phải thu về bán các khoản đầu tư không có khả năng thu hồi,1. Các khoản phải thu bán các khoản đầu tư Trong đó các khoản phải thu về bán các khoản đầu tư không có khả năng thu hồi,2.531.847.570,2.531.847.570,2531847570.0,2531847570.0
"2. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư Trong đó các khoản phải thu và dự thu khóđoi về cổ tức, tiền lãi các khoản đầu tư","2. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư Trong đó các khoản phải thu và dự thu khóđoi về cổ tức, tiền lãi các khoản đầu tư","2. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư Trong đó các khoản phải thu và dự thu khóđoi về cổ tức, tiền lãi các khoản đầu tư",133.000.000,5.169.979.900,133000000.0,5169979900.0
"2. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư Trong đó các khoản phải thu và dự thu khóđoi về cổ tức, tiền lãi các khoản đầu tư","2. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư Trong đó các khoản phải thu và dự thu khóđoi về cổ tức, tiền lãi các khoản đầu tư","2. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư Trong đó các khoản phải thu và dự thu khóđoi về cổ tức, tiền lãi các khoản đầu tư",133.000.000,133.000.000,133000000.0,133000000.0
3. Trả trước cho người bán,3. Trả trước cho người bán,3. Trả trước cho người bán,21.135.273.595,11.301.258.947,21135273595.0,11301258947.0
4. Phải thu các dịch vụ CTCK cung cấp Trong đó phải thu khó đòi các dịch vụ CTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấp Trong đó phải thu khó đòi các dịch vụ CTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấp Trong đó phải thu khó đòi các dịch vụ CTCK cung cấp,36.101.403.942,9.353.388.977,36101403942.0,9353388977.0
4. Phải thu các dịch vụ CTCK cung cấp Trong đó phải thu khó đòi các dịch vụ CTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấp Trong đó phải thu khó đòi các dịch vụ CTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấp Trong đó phải thu khó đòi các dịch vụ CTCK cung cấp,12.971.609.076,1.206.000.000,12971609076.0,1206000000.0
5. Phải thu khác Trong đó phải thu khác khó đòi,5. Phải thu khác Trong đó phải thu khác khó đòi,5. Phải thu khác Trong đó phải thu khác khó đòi,3.002.523.445,4.823.233.846,3002523445.0,4823233846.0
5. Phải thu khác Trong đó phải thu khác khó đòi,5. Phải thu khác Trong đó phải thu khác khó đòi,5. Phải thu khác Trong đó phải thu khác khó đòi,388.517.477,388.517.477,388517477.0,388517477.0
6. Dự phòng phải thu khó đòi,6. Dự phòng phải thu khó đòi,6. Dự phòng phải thu khó đòi,(15.922.492.654),(3.431.111.960),-15922492654.0,-3431111960.0
Tổng cộng,Tổng cộng,Tổng cộng,97.936.055.898,29.748.597.280,97936055898.0,29748597280.0
