row_label_raw,row_label_full,col_0,Số dư cuối năm,Số dư đầu năm,numeric__Số dư cuối năm,numeric__Số dư đầu năm
USD,USD,USD,"5.028.241,29","4.994.977,50",5028241.29,4994977.5
EUR,EUR,EUR,"57.765,13",-,57765.13,
