row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Giá bán bình quân VND/đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,Lỗ bán chứng khoán năm nay VND,Lỗ bán chứng khoán năm trước (trình bày lại) VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Giá bán bình quân VND/đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,numeric__Lỗ bán chứng khoán năm nay VND,numeric__Lỗ bán chứng khoán năm trước (trình bày lại) VND
II,II,II,LỔ BẢN,LỔ BẢN,LỔ BẢN,LỔ BẢN,LỔ BẢN,LỔ BẢN,LỔ BẢN,,,,,,,
1,II > 1,1,Cổ phiếu niêm yết,13.864.500,,302.180.627.000,363.170.885.494,(60.990.258.494),(2.129.074.006),,13864500.0,,302180627000.0,363170885494.0,-60990258494.0,-2129074006.0
1,II > 1,1,LAS,9.311.900,23.533,219.145.180.000,246.133.221.272,(26.988.041.272),-,,9311900.0,23533.0,219145180000.0,246133221272.0,-26988041272.0,
1,II > 1,1,PVS,3.000.000,18.000,54.000.000.000,87.035.519.290,(33.035.519.290),(144.206.327),,3000000.0,18000.0,54000000000.0,87035519290.0,-33035519290.0,-144206327.0
1,II > 1,1,Cổ phiếu niêm yết khác,1.552.600,-,29.035.447.000,30.002.144.932,(966.697.932),(1.984.867.679),,1552600.0,,29035447000.0,30002144932.0,-966697932.0,-1984867679.0
2,II > 2,2,Cổ phiếu chưa niêm yết,-,-,-,-,-,(21.125.056.902),,,,,,,-21125056902.0
3,II > 3,3,Trái phiếu,19.750.100,,2.130.809.006.642,2.177.743.399.999,(46.934.393.357),(21.455.323.211),,19750100.0,,2130809006642.0,2177743399999.0,-46934393357.0,-21455323211.0
3,II > 3,3,TP_BVDB15206,2.750.000,104.312,286.858.536.604,289.869.733.333,(3.011.196.729),-,,2750000.0,104312.0,286858536604.0,289869733333.0,-3011196729.0,
3,II > 3,3,TP_BVDB15207,3.250.000,102.958,334.612.876.470,339.664.833.333,(5.051.956.863),-,,3250000.0,102958.0,334612876470.0,339664833333.0,-5051956863.0,
3,II > 3,3,TP_TD1020065,750.000,125.200,93.900.170.824,94.631.500.000,(731.329.176),-,,750000.0,125200.0,93900170824.0,94631500000.0,-731329176.0,
3,II > 3,3,TP_TD1518355,500.000,103.023,51.511.500.000,51.604.000.000,(92.500.000),-,,500000.0,103023.0,51511500000.0,51604000000.0,-92500000.0,
3,II > 3,3,TP_TD1518356,3.000.000,103.731,311.193.627.850,312.419.833.333,(1.226.205.483),-,,3000000.0,103731.0,311193627850.0,312419833333.0,-1226205483.0,
3,II > 3,3,TP_TD1518357,7.500.000,103.034,772.753.794.894,776.171.000.000,(3.417.205.106),-,,7500000.0,103034.0,772753794894.0,776171000000.0,-3417205106.0,
3,II > 3,3,TP_TD1520269,2.000.000,104.989,209.978.500.000,213.382.500.000,(3.404.000.000),-,,2000000.0,104989.0,209978500000.0,213382500000.0,-3404000000.0,
3,II > 3,3,Trái phiếu khác,100,,70.000.000.000,100.000.000.000,(30.000.000.000),(21.455.323.211),,100.0,,70000000000.0,100000000000.0,-30000000000.0,-21455323211.0
,,,Tổng công,33.614.600,,2.432.989.633.642,2.540.914.285.493,(107.924.651.851),(44.709.454.119),,33614600.0,,2432989633642.0,2540914285493.0,-107924651851.0,-44709454119.0
