row_label_raw,row_label_full,STT,Chỉ tiêu,Số dư đầu năm VND,Số phải nộp trong năm VND,Số đã nộp trong năm VND,Số dư cuối năm VND,numeric__Chỉ tiêu,numeric__Số dư đầu năm VND,numeric__Số phải nộp trong năm VND,numeric__Số đã nộp trong năm VND,numeric__Số dư cuối năm VND
I,I,I,Thuế,91.848.160.110,372.809.682.209,(390.841.039.081),73.816.803.238,,91848160110.0,372809682209.0,-390841039081.0,73816803238.0
1,1,1,Thuế giá trị gia tăng hàng bán nội địa,903.522.406,12.026.647.595,(7.447.204.553),5.482.965.448,,903522406.0,12026647595.0,-7447204553.0,5482965448.0
2,2,2,Thuế thu nhập doanh nghiệp(Thuyết minh số 39.1),75.215.403.673,220.703.920.528,(244.437.916.359),51.481.407.842,,75215403673.0,220703920528.0,-244437916359.0,51481407842.0
3,3,3,Các loại thuế khác,15.729.234.031,140.079.114.086,(138.955.918.169),16.852.429.948,,15729234031.0,140079114086.0,-138955918169.0,16852429948.0
3,3,3,Thuế thu nhập cá nhân,4.188.166.183,28.096.961.406,(27.831.274.854),4.453.852.735,,4188166183.0,28096961406.0,-27831274854.0,4453852735.0
3,3,3,Thuế thu nhập cá nhân nộp hộ nhà đầu tư,9.132.190.162,87.092.800.053,(86.398.667.858),9.826.322.357,,9132190162.0,87092800053.0,-86398667858.0,9826322357.0
3,3,3,Thuế môn bài,-,15.000.000,(15.000.000),-,,,15000000.0,-15000000.0,
3,3,3,Thuế khác,2.408.877.686,24.874.352.627,(24.710.975.457),2.572.254.856,,2408877686.0,24874352627.0,-24710975457.0,2572254856.0
II,II,II,Các khoản phải nộp khác,-,-,-,-,,,,,
II,II > II,II,Tổng cộng,91.848.160.110,372.809.682.209,(390.841.039.081),73.816.803.238,,91848160110.0,372809682209.0,-390841039081.0,73816803238.0
