row_label_raw,row_label_full,col_0,Kỳ nàyVND,Kỳ trước(trình bày lại)VND,numeric__Kỳ nàyVND,numeric__Kỳ trước(trình bày lại)VND
Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông - VND,Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông - VND,Lợi nhuận sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông - VND,815.643.347.992,781.933.156.129,815643347992.0,781933156129.0
Bình quân gia quyền của số cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,480.436.945,471.713.404,480436945.0,471713404.0
Lãi cơ bản trên mỗi cổ phiếu – VND,Lãi cơ bản trên mỗi cổ phiếu – VND,Lãi cơ bản trên mỗi cổ phiếu – VND,1.698,1.658,1698.0,1658.0
