row_label_raw,row_label_full,col_0,Số dư cuối năm VND,Số dư đầu năm VND,numeric__Số dư cuối năm VND,numeric__Số dư đầu năm VND
Tải sân tài chính,Tải sân tài chính,Tải sân tài chính,Tải sân tài chính,Tải sân tài chính,,
Cổ phiếu,Tải sân tài chính > Cổ phiếu,Cổ phiếu,143.199.470.000,42.946.670.000,143199470000.0,42946670000.0
Trái phiếu,Tải sân tài chính > Trái phiếu,Trái phiếu,310.895.100.000,21.790.200.000,310895100000.0,21790200000.0
Chứng chỉ quỹ,Tải sân tài chính > Chứng chỉ quỹ,Chứng chỉ quỹ,7.425.740.000,7.425.740.000,7425740000.0,7425740000.0
Tổng cộng,Tải sân tài chính > Tổng cộng,Tổng cộng,461.520.310.000,72.162.610.000,461520310000.0,72162610000.0
