row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay VND,Năm trước (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước (trình bày lại) VND
,,,III. DOANH THU HOẠT ĐỘNG TẢI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,,146.819.024,6.002.789,,,146819024.0,6002789.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cổ định",,21.595.000.566,37.618.596.063,,,21595000566.0,37618596063.0
43,43,43,"3. Lãi bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,-,107.833.951.553,,,,107833951553.0
44,44,44,4. Doanh thu khác về đầu tư (phần lãi trong công ty liên kết),11,73.457.661.737,109.964.025.810,,11.0,73457661737.0,109964025810.0
50,50,50,Cộng doanh thu hoạt động tài chính,35,95.199.481.327,255.422.576.215,,35.0,95199481327.0,255422576215.0
,,,IV. CHI PHÍ TÀI CHÍNH,,,,,,,
51,51,51,1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thực hiện,,188.578.824,49.913.132,,,188578824.0,49913132.0
52,52,52,2. Chỉ phí lãi vay,,269.221.826.624,125.206.111.513,,,269221826624.0,125206111513.0
60,60,60,Cộng chỉ phí tài chính,36,269.410.405.448,125.256.024.645,,36.0,269410405448.0,125256024645.0
61,61,61,V. CHI PHÍ BÁN HÀNG,,-,-,,,,
62,61 > 62,62,VI. CHI PHÍ QUẢN LÝ,37,140.593.608.205,133.916.451.407,,37.0,140593608205.0,133916451407.0
70,61 > 70,70,VII. KẾT QUẢ HOẠT ĐỘNG,,1.054.323.861.119,1.048.759.561.585,,,1054323861119.0,1048759561585.0
,,,VIII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,61 > 71,71,Thu nhập khác,,2.628.448.016,5.207.458.436,,,2628448016.0,5207458436.0
72,61 > 72,72,Chỉ phí khác,,126.449.020,169.378.964,,,126449020.0,169378964.0
80,61 > 80,80,Cộng kết quả hoạt động khác,38,2.501.998.996,5.038.079.472,,38.0,2501998996.0,5038079472.0
90,61 > 90,90,IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,1.056.825.860.115,1.053.797.641.057,,,1056825860115.0,1053797641057.0
91,61 > 91,91,Lợi nhuận đã thực hiện,,1.021.671.339.934,821.938.068.964,,,1021671339934.0,821938068964.0
92,61 > 92,92,Lợi nhuận chưa thực hiện,,35.154.520.181,231.859.572.093,,,35154520181.0,231859572093.0
100,61 > 100,100,X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),39,181.829.180.212,213.937.559.932,,39.0,181829180212.0,213937559932.0
100.1,61 > 100.1,100.1,Chi phí thuế TNDN hiện hành,39.1,220.703.920.528,201.803.574.229,,391.0,220703920528.0,201803574229.0
100.2,61 > 100.2,100.2,(Thu nhập)/chi phí thuế TNDN hoãn lại,39.2,(38.874.740.316),12.133.985.703,,392.0,-38874740316.0,12133985703.0
200,61 > 200,200,XI. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,874.996.679.903,839.860.081.125,,,874996679903.0,839860081125.0
201,61 > 201,201,1. Lợi nhuận sau thuế phân bổ cho chủ sở hữu,,877.035.858.056,841.566.556.381,,,877035858056.0,841566556381.0
202,61 > 202,202,2. Lợi nhuận sau thuế trích các Quỹ,,61.392.510.064,59.633.400.252,,,61392510064.0,59633400252.0
203,61 > 203,203,3. Lợi nhuận thuần phân bổ cho lợi ích của cổ đông không kiểm soát,,(2.039.178.153),(1.706.475.256),,,-2039178153.0,-1706475256.0
