row_label_raw,row_label_full,CHỈ TIÊU,Diễn giải,Ngày 31 tháng 12 năm 2015 (số liệu đã trình bày trước đây),Phân loại lại,Ngày 31 tháng 12 năm 2015 (trình bày lại),numeric__Diễn giải,numeric__Ngày 31 tháng 12 năm 2015 (số liệu đã trình bày trước đây),numeric__Phân loại lại,numeric__Ngày 31 tháng 12 năm 2015 (trình bày lại)
A. TÀI SẢN NGÁN HẠN,A. TÀI SẢN NGÁN HẠN,A. TÀI SẢN NGÁN HẠN,,10.944.974.283.833,29.977.663.579,10.974.951.947.412,,10944974283833.0,29977663579.0,10974951947412.0
Tiền Đầu tư ngắn hạn (**),Tiền Đầu tư ngắn hạn (**),Tiền Đầu tư ngắn hạn (**),[1],1.755.410.102.161,(1.244.049.806.886),511.360.295.275,,1755410102161.0,-1244049806886.0,511360295275.0
Tiền Đầu tư ngắn hạn (**),Tiền Đầu tư ngắn hạn (**),Tiền Đầu tư ngắn hạn (**),[2],5.061.932.791.680,(5.061.932.791.680),-,,5061932791680.0,-5061932791680.0,
Dự phòng giảm giá đầu tư ngắn hạn (**),Dự phòng giảm giá đầu tư ngắn hạn (**),Dự phòng giảm giá đầu tư ngắn hạn (**),[2],(42.513.048.144),42.513.048.144,-,,-42513048144.0,42513048144.0,
Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL) (*),Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL) (*),Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL) (*),[2],-,1.088.372.380.148,1.088.372.380.148,,,1088372380148.0,1088372380148.0
Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM) (*),Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM) (*),Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM) (*),[2],-,4.431.399.641.147,4.431.399.641.147,,,4431399641147.0,4431399641147.0
Các khoản cho vay (*),Các khoản cho vay (*),Các khoản cho vay (*),[2],-,3.634.072.568.580,3.634.072.568.580,,,3634072568580.0,3634072568580.0
Tài sản tài chính sẵn sàng để bán (AFS) (*),Tài sản tài chính sẵn sàng để bán (AFS) (*),Tài sản tài chính sẵn sàng để bán (AFS) (*),[2],-,803.351.191.599,803.351.191.599,,,803351191599.0,803351191599.0
Tài sản tài chính sẵn sàng để bán (AFS) (*),Tài sản tài chính sẵn sàng để bán (AFS) (*),Tài sản tài chính sẵn sàng để bán (AFS) (*),[3],3.646.040.547.557,(3.646.040.547.557),-,,3646040547557.0,-3646040547557.0,
Phải thu của khách hàng (**),Phải thu của khách hàng (**),Phải thu của khách hàng (**),[3],226.779.001,(226.779.001),-,,226779001.0,-226779001.0,
Phải thu hoạt động giao dịch chứng khoán (**),Phải thu hoạt động giao dịch chứng khoán (**),Phải thu hoạt động giao dịch chứng khoán (**),[3],(3.431.111.960),3.431.111.960,-,,-3431111960.0,3431111960.0,
Dự phòng các khoản phải thu khó đòi (**),Dự phòng các khoản phải thu khó đòi (**),Dự phòng các khoản phải thu khó đòi (**),[3],-,2.531.847.570,2.531.847.570,,,2531847570.0,2531847570.0
