row_label_raw,row_label_full,Các loại tài sản tài chính,Số cuối năm > Giá mua/Giá gốc,Số cuối năm > Chênh lệch đánh giá > Chênh lệch tăng,Số cuối năm > Chênh lệch đánh giá > Chênh lệch giảm,Số cuối năm > Giá trị đánh giá lại,Số đầu năm (trình bày lại) > Giá mua/Giá gốc,Số đầu năm (trình bày lại) > Chênh lệch đánh giá > Chênh lệch tăng,Số đầu năm (trình bày lại) > Chênh lệch đánh giá > Chênh lệch giảm,Số đầu năm (trình bày lại) > Giá trị đánh giá lại,numeric__Số cuối năm > Giá mua/Giá gốc,numeric__Số cuối năm > Chênh lệch đánh giá > Chênh lệch tăng,numeric__Số cuối năm > Chênh lệch đánh giá > Chênh lệch giảm,numeric__Số cuối năm > Giá trị đánh giá lại,numeric__Số đầu năm (trình bày lại) > Giá mua/Giá gốc,numeric__Số đầu năm (trình bày lại) > Chênh lệch đánh giá > Chênh lệch tăng,numeric__Số đầu năm (trình bày lại) > Chênh lệch đánh giá > Chênh lệch giảm,numeric__Số đầu năm (trình bày lại) > Giá trị đánh giá lại
FVTPL,FVTPL,FVTPL,1.576.762.250.963,123.378.771.971,(151.094.747.873),1.549.046.275.061,1.274.621.648.198,35.951.343.020,(186.249.268.050),1.124.323.723.168,1576762250963.0,123378771971.0,-151094747873.0,1549046275061.0,1274621648198.0,35951343020.0,-186249268050.0,1124323723168.0
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,1.192.233.668.924,91.209.568.454,(100.782.147.828),1.182.661.089.550,1.145.742.140.034,15.090.098.226,(131.673.837.640),1.029.158.400.620,1192233668924.0,91209568454.0,-100782147828.0,1182661089550.0,1145742140034.0,15090098226.0,-131673837640.0,1029158400620.0
Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,82.191.081.939,32.169.203.517,(50.312.600.045),64.047.685.411,128.879.508.164,20.861.244.794,(54.575.430.410),95.165.322.548,82191081939.0,32169203517.0,-50312600045.0,64047685411.0,128879508164.0,20861244794.0,-54575430410.0,95165322548.0
Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,302.337.500.100,-,-,302.337.500.100,-,-,-,-,302337500100.0,,,302337500100.0,,,,
AFS,AFS,AFS,962.515.600.866,655.482.365.517,(2.689.490.143),1.615.308.476.240,806.474.949.133,649.686.671.219,(3.123.757.534),1.453.037.862.818,962515600866.0,655482365517.0,-2689490143.0,1615308476240.0,806474949133.0,649686671219.0,-3123757534.0,1453037862818.0
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,814.610.060.866,638.382.365.517,(2.689.490.143),1.450.302.936.240,601.526.137.510,623.468.924.624,(3.123.757.534),1.221.871.304.600,814610060866.0,638382365517.0,-2689490143.0,1450302936240.0,601526137510.0,623468924624.0,-3123757534.0,1221871304600.0
Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,147.905.540.000,17.100.000.000,-,165.005.540.000,-,-,-,-,147905540000.0,17100000000.0,,165005540000.0,,,,
Trái phiếu niêm yết,Trái phiếu niêm yết,Trái phiếu niêm yết,-,-,-,-,204.948.811.623,26.217.746.595,-,231.166.558.218,,,,,204948811623.0,26217746595.0,,231166558218.0
Tổng cộng,Tổng cộng,Tổng cộng,2.539.277.851.829,778.861.137.488,(153.784.238.016),3.164.354.751.301,2.081.096.597.331,685.638.014.239,(189.373.025.584),2.577.361.585.986,2539277851829.0,778861137488.0,-153784238016.0,3164354751301.0,2081096597331.0,685638014239.0,-189373025584.0,2577361585986.0
