row_label_raw,row_label_full,col_0,Số dư cuối năm VND,Số dư đầu năm VND,numeric__Số dư cuối năm VND,numeric__Số dư đầu năm VND
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,
Tài sản tài chính giao dịch tự do chuyển nhượng,Tài sản tài chính > Tài sản tài chính giao dịch tự do chuyển nhượng,Tài sản tài chính giao dịch tự do chuyển nhượng,495.544.100.000,671.181.730.000,495544100000.0,671181730000.0
Tài sản tài chính giao dịch cầm cố,Tài sản tài chính > Tài sản tài chính giao dịch cầm cố,Tài sản tài chính giao dịch cầm cố,414.444.430.000,183.426.660.000,414444430000.0,183426660000.0
Tài sản tài chính chờ thanh toán,Tài sản tài chính > Tài sản tài chính chờ thanh toán,Tài sản tài chính chờ thanh toán,50.000.000.000,30.000.000,50000000000.0,30000000.0
Tổng cộng,Tài sản tài chính > Tổng cộng,Tổng cộng,959.988.530.000,854.638.390.000,959988530000.0,854638390000.0
