row_label_raw,row_label_full,Ngân hàng TMCP Công Thương Việt Nam – Chi nhánh Nam Thừa Thiên Huế > Ngân hàng TMCP Quân đội – Chi nhánh Nam Sài Gòn,Loại tiền > USD > VND,"Lãi suất năm > 1,6% > 5,5% > 2,2% - 2,3%",31/12/2016 VND > 15.747.976.375 > 3.370.000.000 > 15.056.735.364,1/1/2016 VND > 6.780.437.720 > -,numeric__Loại tiền > USD > VND,"numeric__Lãi suất năm > 1,6% > 5,5% > 2,2% - 2,3%",numeric__31/12/2016 VND > 15.747.976.375 > 3.370.000.000 > 15.056.735.364,numeric__1/1/2016 VND > 6.780.437.720 > -
Ngân hàng TMCP Đầu Tư và Phát triển – Chi nhánh Hà Nội,Ngân hàng TMCP Đầu Tư và Phát triển – Chi nhánh Hà Nội,Ngân hàng TMCP Đầu Tư và Phát triển – Chi nhánh Hà Nội,USD,"1,5%",9.176.044.998,-,,0.015,9176044998.0,
Ngân hàng TMCP Ngoại Thương Việt Nam – Chi nhánh Huế,Ngân hàng TMCP Ngoại Thương Việt Nam – Chi nhánh Huế,Ngân hàng TMCP Ngoại Thương Việt Nam – Chi nhánh Huế,USD,"1,5%",-,21.357.846.874,,0.015,,21357846874.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Quảng Ngãi,VND,"5,4%",-,14.081.542.648,,0.054000000000000006,,14081542648.0
Ngân hàng TMCP Quốc Tế Việt Nam,Ngân hàng TMCP Quốc Tế Việt Nam,Ngân hàng TMCP Quốc Tế Việt Nam,VND,"5,7%",-,3.446.795.975,,0.057,,3446795975.0
,,,,,43.350.756.737,45.666.623.217,,,43350756737.0,45666623217.0
