row_label_raw,row_label_full,col_0,Năm đáo hạn,31/12/2016 VND,1/1/2016 VND,numeric__Năm đáo hạn,numeric__31/12/2016 VND,numeric__1/1/2016 VND
Phải thu về cho vay từ các công ty liên quan,Phải thu về cho vay từ các công ty liên quan,Phải thu về cho vay từ các công ty liên quan,Phải thu về cho vay từ các công ty liên quan,Phải thu về cho vay từ các công ty liên quan,Phải thu về cho vay từ các công ty liên quan,,,
▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Đệt May (i),Phải thu về cho vay từ các công ty liên quan > ▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Đệt May (i),▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Đệt May (i),2017,75.987.039.404,75.987.039.404,2017.0,75987039404.0,75987039404.0
▪ Công ty Cổ phần Đệt May Huế (ii),Phải thu về cho vay từ các công ty liên quan > ▪ Công ty Cổ phần Đệt May Huế (ii),▪ Công ty Cổ phần Đệt May Huế (ii),2035,79.734.628.980,-,2035.0,79734628980.0,
▪ Tổng Công ty Cổ phần Đệt May Hà Nội (ii),Phải thu về cho vay từ các công ty liên quan > ▪ Tổng Công ty Cổ phần Đệt May Hà Nội (ii),▪ Tổng Công ty Cổ phần Đệt May Hà Nội (ii),2035,213.132.524.928,-,2035.0,213132524928.0,
▪ Tổng Công ty Cổ phần Phong Phú (ii),Phải thu về cho vay từ các công ty liên quan > ▪ Tổng Công ty Cổ phần Phong Phú (ii),▪ Tổng Công ty Cổ phần Phong Phú (ii),2035,521.421.854.424,-,2035.0,521421854424.0,
▪ Tổng Công ty Cổ phần Đệt May Nam Định (ii),Phải thu về cho vay từ các công ty liên quan > ▪ Tổng Công ty Cổ phần Đệt May Nam Định (ii),▪ Tổng Công ty Cổ phần Đệt May Nam Định (ii),2036,19.767.954.996,-,2036.0,19767954996.0,
▪ Tổng Công ty Cổ phần Đệt May Hòa Thọ (ii),Phải thu về cho vay từ các công ty liên quan > ▪ Tổng Công ty Cổ phần Đệt May Hòa Thọ (ii),▪ Tổng Công ty Cổ phần Đệt May Hòa Thọ (ii),2035,209.863.483.956,-,2035.0,209863483956.0,
▪ Công ty TNHH Một thành viên Đệt Kim Đông Xuân (ii),Phải thu về cho vay từ các công ty liên quan > ▪ Công ty TNHH Một thành viên Đệt Kim Đông Xuân (ii),▪ Công ty TNHH Một thành viên Đệt Kim Đông Xuân (ii),2035,37.239.832.800,-,2035.0,37239832800.0,
▪ Công ty TNHH Nhà nước Một thành viên Đệt 8-3 – Khoản 1 (ii),Phải thu về cho vay từ các công ty liên quan > ▪ Công ty TNHH Nhà nước Một thành viên Đệt 8-3 – Khoản 1 (ii),▪ Công ty TNHH Nhà nước Một thành viên Đệt 8-3 – Khoản 1 (ii),2035,74.541.769.608,-,2035.0,74541769608.0,
▪ Công ty TNHH Nhà nước Một thành viên Đệt 8-3 – Khoản 2 (iii),Phải thu về cho vay từ các công ty liên quan > ▪ Công ty TNHH Nhà nước Một thành viên Đệt 8-3 – Khoản 2 (iii),▪ Công ty TNHH Nhà nước Một thành viên Đệt 8-3 – Khoản 2 (iii),2018,26.889.814.936,-,2018.0,26889814936.0,
▪ Công ty TNHH Nhà nước Một thành viên Đệt 8-3 – Khoản 3 (iv),Phải thu về cho vay từ các công ty liên quan > ▪ Công ty TNHH Nhà nước Một thành viên Đệt 8-3 – Khoản 3 (iv),▪ Công ty TNHH Nhà nước Một thành viên Đệt 8-3 – Khoản 3 (iv),2020,86.776.562.952,-,2020.0,86776562952.0,
Phải thu về cho vay từ các bên khác,Phải thu về cho vay từ các công ty liên quan > Phải thu về cho vay từ các bên khác,Phải thu về cho vay từ các bên khác,,391.000.000,594.286.359,,391000000.0,594286359.0
,,,,1.345.746.466.984,76.581.325.763,,1345746466984.0,76581325763.0
