row_label_raw,row_label_full,1,Bảo lãnh vay vốn,36,46.936,10.000,numeric__Bảo lãnh vay vốn,numeric__36,numeric__46.936,numeric__10.000
2,2,2,Cam kết giao dịch hối đoái,36,169.112.602,95.137.019,,36.0,169112602.0,95137019.0
,,,Cam kết mua ngoại tệ,,5.080.530,4.051.866,,,5080530.0,4051866.0
,,,Cam kết bán ngoại tệ,,5.079.498,4.050.683,,,5079498.0,4050683.0
,,,Cam kết giao dịch hoán đổi,,158.952.574,87.034.470,,,158952574.0,87034470.0
3,3,3,Cam kết trong nghiệp vụ L/C,36,4.450.564,1.801.794,,36.0,4450564.0,1801794.0
4,4,4,Bảo lãnh khác,36,5.504.802,3.935.270,,36.0,5504802.0,3935270.0
5,5,5,Các cam kết khác,36,9.436.628,343.989,,36.0,9436628.0,343989.0
