row_label_raw,row_label_full,col_0,31/12/2019Triệu VND,%,31/12/2018Triệu VND,%_1,numeric__31/12/2019Triệu VND,numeric__%,numeric__31/12/2018Triệu VND,numeric__%_1
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",412.402,"0,65%",295.392,"0,61%",412402.0,0.006500000000000001,295392.0,0.0060999999999999995
Khai khoáng,Khai khoáng,Khai khoáng,114.270,"0,18%",679.720,"1,40%",114270.0,0.0018,679720.0,0.013999999999999999
Chế biến thủy hải sản,Chế biến thủy hải sản,Chế biến thủy hải sản,738.612,"1,17%",510.613,"1,05%",738612.0,0.011699999999999999,510613.0,0.0105
"Sản xuất, chế biến lương thực thực phẩm,dồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực thực phẩm,dồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực thực phẩm,dồ uống, thức ăn chăn nuôi",1.119.451,"1,77%",387.168,"0,79%",1119451.0,0.0177,387168.0,0.0079
"Dệt may, sản xuất da dày, sản xuất trang phục","Dệt may, sản xuất da dày, sản xuất trang phục","Dệt may, sản xuất da dày, sản xuất trang phục",802.031,"1,27%",186.567,"0,38%",802031.0,0.0127,186567.0,0.0038
"Khai thác và sơ chế gỗ, chế biến gỗ, sản xuátsản phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sản xuátsản phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sản xuátsản phẩm từ gỗ và lâm sản khác",231.919,"0,37%",94.446,"0,19%",231919.0,0.0037,94446.0,0.0019
Sản xuất giấy và các sản phẩm từ giấy và in ấn,Sản xuất giấy và các sản phẩm từ giấy và in ấn,Sản xuất giấy và các sản phẩm từ giấy và in ấn,282.781,"0,45%",135.382,"0,28%",282781.0,0.0045000000000000005,135382.0,0.0028000000000000004
"Sản xuất thuốc, hoá dược, được liệu, cao su, nhựa,phân bón, hoá chất","Sản xuất thuốc, hoá dược, được liệu, cao su, nhựa,phân bón, hoá chất","Sản xuất thuốc, hoá dược, được liệu, cao su, nhựa,phân bón, hoá chất",791.128,"1,25%",376.060,"0,77%",791128.0,0.0125,376060.0,0.0077
"Sản xuất vật liệu xây dựng (trừ thép, Inox, son, matitvà các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox, son, matitvà các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox, son, matitvà các chất tương tự)",705.722,"1,12%",138.224,"0,28%",705722.0,0.011200000000000002,138224.0,0.0028000000000000004
Sản suất thép thành phẩm,Sản suất thép thành phẩm,Sản suất thép thành phẩm,147.937,"0,23%",23.071,"0,05%",147937.0,0.0023,23071.0,0.0005
Sản suất phối thép,Sản suất phối thép,Sản suất phối thép,13.278,"0,02%",13.278,"0,03%",13278.0,0.0002,13278.0,0.0003
Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,174.995,"0,28%",331.338,"0,68%",174995.0,0.0028000000000000004,331338.0,0.0068000000000000005
"Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy",580.286,"0,92%",348.696,"0,72%",580286.0,0.0092,348696.0,0.0072
"Sản xuất điện tử, thiết bị điện, máy vi tính quang học,thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tính quang học,thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tính quang học,thiết bị viễn thông",931.544,"1,47%",763.958,"1,57%",931544.0,0.0147,763958.0,0.015700000000000002
"Đóng tàu, thuyền","Đóng tàu, thuyền","Đóng tàu, thuyền",93.923,"0,15%",193.481,"0,40%",93923.0,0.0015,193481.0,0.004
"Sản xuất thiết bị văn phòng, đồ gia dụng, thiết bị y tế,giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng, thiết bị y tế,giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng, thiết bị y tế,giáo dục, thể dục thể thao",6.514,"0,01%",2.636,"0,01%",6514.0,0.0001,2636.0,0.0001
"Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng",2.574.534,"4,07%",1.281.525,"2,63%",2574534.0,0.0407,1281525.0,0.0263
Xây dựng,Xây dựng,Xây dựng,3.358.092,"5,31%",1.638.809,"3,36%",3358092.0,0.053099999999999994,1638809.0,0.0336
Thương mại hàng công nghiệp nhẹ và hàng tiêu dùng,Thương mại hàng công nghiệp nhẹ và hàng tiêu dùng,Thương mại hàng công nghiệp nhẹ và hàng tiêu dùng,5.563.197,"8,79%",3.485.434,"7,16%",5563197.0,0.08789999999999999,3485434.0,0.0716
"Kinh doanh phân bón, hóa chất, các sản phẩm hóachất khác, thuốc, hóa dược, được liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sản phẩm hóachất khác, thuốc, hóa dược, được liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sản phẩm hóachất khác, thuốc, hóa dược, được liệu, thiết bị y tế",325.201,"0,51%",249.985,"0,51%",325201.0,0.0051,249985.0,0.0051
"Thương mại xăng, dầu, gas, khí đốt","Thương mại xăng, dầu, gas, khí đốt","Thương mại xăng, dầu, gas, khí đốt",876.774,"1,39%",955.118,"1,96%",876774.0,0.0139,955118.0,0.0196
"Kinh doanh sắt thép, xi măng, vật liệu xây dựngtổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xây dựngtổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xây dựngtổng hợp khác",1.661.399,"2,63%",1.084.804,"2,23%",1661399.0,0.0263,1084804.0,0.0223
Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,1.038.936,"1,64%",873.434,"1,79%",1038936.0,0.016399999999999998,873434.0,0.0179
Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,720.241,"1,14%",251.872,"0,52%",720241.0,0.011399999999999999,251872.0,0.0052
Kinh doanh vận tải biển,Kinh doanh vận tải biển,Kinh doanh vận tải biển,271.751,"0,43%",221.228,"0,45%",271751.0,0.0043,221228.0,0.0045000000000000005
"Kinh doanh dịch vụ khách sạn, du lịch, ăn uống,vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ăn uống,vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ăn uống,vui chơi giải trí",167.789,"0,27%",156.370,"0,32%",167789.0,0.0027,156370.0,0.0032
Kinh doanh bắt động sản và cơ sở hạ tầng,Kinh doanh bắt động sản và cơ sở hạ tầng,Kinh doanh bắt động sản và cơ sở hạ tầng,15.039.733,"23,77%",16.106.697,"33,07%",15039733.0,0.2377,16106697.0,0.3307
Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,578.593,"0,91%",737.255,"1,51%",578593.0,0.0091,737255.0,0.0151
"Dịch vụ công nghệ, khoa học công nghệ, dịch vụhành chính, hỗ trợ, giáo dục y tế, Thông tinvà truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ, dịch vụhành chính, hỗ trợ, giáo dục y tế, Thông tinvà truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ, dịch vụhành chính, hỗ trợ, giáo dục y tế, Thông tinvà truyền thông khác",986.884,"1,56%",267.352,"0,55%",986884.0,0.015600000000000001,267352.0,0.0055000000000000005
Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,251.330,"0,40%",197.602,"0,41%",251330.0,0.004,197602.0,0.0040999999999999995
Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,2.167.300,"3,43%",794.416,"1,63%",2167300.0,0.034300000000000004,794416.0,0.0163
Ngành khác,Ngành khác,Ngành khác,1.799.791,"2,83%",3.531.741,"7,24%",1799791.0,0.028300000000000002,3531741.0,0.0724
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,18.736.092,"29,61%",12.394.875,"25,45%",18736092.0,0.2961,12394875.0,0.2545
,,,63.264.430,"100,00%",48.708.547,"100,00%",63264430.0,1.0,48708547.0,1.0
