row_label_raw,row_label_full,col_0,31/12/2019Triệu VND,%,31/12/2018Triệu VND,%_1,numeric__31/12/2019Triệu VND,numeric__%,numeric__31/12/2018Triệu VND,numeric__%_1
Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,,,,
Doanh nghiệp Nhà nước,Cho vay các TCKT > Doanh nghiệp Nhà nước,Doanh nghiệp Nhà nước,1.944.754,"3,07%",1.486.238,"3,05%",1944754.0,0.030699999999999998,1486238.0,0.0305
Công ty trách nhiệm hữu hạn Nhà nước,Cho vay các TCKT > Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,1.220.073,"1,93%",971.289,"1,99%",1220073.0,0.019299999999999998,971289.0,0.0199
Công ty trách nhiệm hữu hạn Tư nhân,Cho vay các TCKT > Công ty trách nhiệm hữu hạn Tư nhân,Công ty trách nhiệm hữu hạn Tư nhân,13.309.280,"21,04%",10.273.026,"21,09%",13309280.0,0.2104,10273026.0,0.2109
Công ty cổ phần Nhà nước,Cho vay các TCKT > Công ty cổ phần Nhà nước,Công ty cổ phần Nhà nước,89.234,"0,14%",108.269,"0,22%",89234.0,0.0014000000000000002,108269.0,0.0022
Công ty cổ phần khác,Cho vay các TCKT > Công ty cổ phần khác,Công ty cổ phần khác,27.333.515,"43,21%",23.008.726,"47,24%",27333515.0,0.4321,23008726.0,0.47240000000000004
Doanh nghiệp tư nhân,Cho vay các TCKT > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,169.544,"0,27%",163.673,"0,34%",169544.0,0.0027,163673.0,0.0034000000000000002
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các TCKT > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,431.439,"0,68%",301.593,"0,62%",431439.0,0.0068000000000000005,301593.0,0.0062
Hợp tác xã và liên hiệp hợp tác xã,Cho vay các TCKT > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,14.549,"0,02%",500,"0,00%",14549.0,0.0002,500.0,0.0
Khác,Cho vay các TCKT > Khác,Khác,15.950,"0,03%",358,"0,00%",15950.0,0.0003,358.0,0.0
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
Cá nhân,Cho vay cá nhân > Cá nhân,Cá nhân,18.736.092,"29,61%",12.394.875,"25,45%",18736092.0,0.2961,12394875.0,0.2545
,,,63.264.430,"100,00%",48.708.547,"100,00%",63264430.0,1.0,48708547.0,1.0
