row_label_raw,row_label_full,col_0,col_1,2019Triệu VND,2018Triệu VND,numeric__col_1,numeric__2019Triệu VND,numeric__2018Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(123.980),(137.625),,-123980.0,-137625.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",99.933,29.940,,99933.0,29940.0
07,07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",-,(785),,,-785.0
08,08,08,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",42.166,125,,42166.0,125.0
II,II,II,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNGĐẦU TƯ,18.119,(108.345),,18119.0,-108345.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
04,04,04,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",(15),(30),,-15.0,-30.0
05,05,05,Tiền chi mua cổ phiếu quỹ,-,(769.925),,,-769925.0
III,III,III,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNGTÀI CHÍNH,(15),(769.955),,-15.0,-769955.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,2.935.468,9.107.650,,2935468.0,9107650.0
V,V,V,TIÊN VÀ CÁC KHOẦN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM ĐẦU NĂM,21.961.151,12.853.501,,21961151.0,12853501.0
VII,VII,VII,TIÊN VÀ CÁC KHOẦN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM CUỐI NĂM (Thuyết minh 33),24.896.619,21.961.151,,24896619.0,21961151.0
