row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2018 (Triệu VND),Quá hạn,Không chịu lãi,Dưới 1 tháng,Từ 1 đến 3 tháng,Từ trên 3 tháng đến 6 tháng,Từ trên 6 tháng đến 12 tháng,Từ trên 1 năm đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Dưới 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ trên 3 tháng đến 6 tháng,numeric__Từ trên 6 tháng đến 12 tháng,numeric__Từ trên 1 năm đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,,,
"Tiền mặt, vàng","Tài sản > Tiền mặt, vàng","Tiền mặt, vàng",-,2.337.869,-,-,-,-,-,-,2.337.869,,2337869.0,,,,,,,2337869.0
Tiền gửi tại NHNNVN,Tài sản > Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,-,-,2.405.915,-,-,-,-,-,2.405.915,,,2405915.0,,,,,,2405915.0
Tiền gửi và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,226.000,-,15.342.021,4.243.012,-,3.000.000,-,-,22.811.033,226000.0,,15342021.0,4243012.0,,3000000.0,,,22811033.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,127.927,-,-,-,-,-,-,127.927,,127927.0,,,,,,,127927.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,2.623.134,-,24.340.626,8.457.240,8.206.810,2.080.928,2.432.816,566.993,48.708.547,2623134.0,,24340626.0,8457240.0,8206810.0,2080928.0,2432816.0,566993.0,48708547.0
Hoạt động mua nợ - gộp,Tài sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,43.639,-,86,637,-,-,-,-,44.362,43639.0,,86.0,637.0,,,,,44362.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,3.703.051,2.872.473,3.878.000,760.000,2.760.000,6.701.085,20.980.935,41.655.544,,3703051.0,2872473.0,3878000.0,760000.0,2760000.0,6701085.0,20980935.0,41655544.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,798.312,-,-,-,-,-,-,798.312,,798312.0,,,,,,,798312.0
Tài sản cố định - thuần,Tài sản > Tài sản cố định - thuần,Tài sản cố định - thuần,-,309.362,-,-,-,-,-,-,309.362,,309362.0,,,,,,,309362.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,2.701.784,19.205.047,-,-,-,-,-,-,21.906.831,2701784.0,19205047.0,,,,,,,21906831.0
,,,5.594.557,26.481.568,44.961.121,16.578.889,8.966.810,7.840.928,9.133.901,21.547.928,141.105.702,5594557.0,26481568.0,44961121.0,16578889.0,8966810.0,7840928.0,9133901.0,21547928.0,141105702.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Nợ phải trả NHNNVN và Chính phủ,Nợ phải trả > Nợ phải trả NHNNVN và Chính phủ,Nợ phải trả NHNNVN và Chính phủ,-,-,9.681.073,-,-,-,-,27.315,9.708.388,,,9681073.0,,,,,27315.0,9708388.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,29.901.855,4.109.404,2.211.627,1.942.214,-,-,38.165.100,,,29901855.0,4109404.0,2211627.0,1942214.0,,,38165100.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,31.176.445,12.344.463,10.405.156,7.840.950,1.736.462,291,63.503.767,,,31176445.0,12344463.0,10405156.0,7840950.0,1736462.0,291.0,63503767.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,18.851,111.565,29.048,(3.147),5.975,-,162.292,,,18851.0,111565.0,29048.0,-3147.0,5975.0,,162292.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,18.932,-,-,2.644.341,3.671.704,2.000.000,8.334.977,,,18932.0,,,2644341.0,3671704.0,2000000.0,8334977.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,4.453.127,,-,-,-,-,-,4.453.127,,4453127.0,,,,,,,4453127.0
,,,-,4.453.127,70.797.156,16.565.432,12.645.831,12.424.358,5.414.141,2.027.606,124.327.651,,4453127.0,70797156.0,16565432.0,12645831.0,12424358.0,5414141.0,2027606.0,124327651.0
Mức chênh nhạy cảm với lãi suất,Nợ phải trả > Mức chênh nhạy cảm với lãi suất,Mức chênh nhạy cảm với lãi suất,5.594.557,22.028.441,(25.836.035),13.457,(3.679.021),(4.583.430),3.719.760,19.520.322,16.778.051,5594557.0,22028441.0,-25836035.0,13457.0,-3679021.0,-4583430.0,3719760.0,19520322.0,16778051.0
