row_label_raw,row_label_full,col_0,Tỷ giá ngày > 31/12/2019 VND,Tỷ giá ngày > 31/12/2018 VND,numeric__Tỷ giá ngày > 31/12/2019 VND,numeric__Tỷ giá ngày > 31/12/2018 VND
USD,USD,USD,"23.170,00","23.200,00",23170.0,23200.0
EUR,EUR,EUR,"25.963,00","26.541,50",25963.0,26541.5
GBP,GBP,GBP,"30.396,00","29.316,50",30396.0,29316.5
CHF,CHF,CHF,"23.924,00","23.524,00",23924.0,23524.0
JPY,JPY,JPY,"212,97","209,40",212.97,209.4
SGD,SGD,SGD,"17.189,00","16.930,00",17189.0,16930.0
CAD,CAD,CAD,"17.778,00","17.036,00",17778.0,17036.0
AUD,AUD,AUD,"16.231,00","16.336,00",16231.0,16336.0
