row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,28,2.901.240.375.102,858.351.282.395,,1.0,28.0,2901240375102.0,858351282395.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,56.577.652,,2.0,,,56577652.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,2.901.240.375.102,858.294.704.743,,10.0,,2901240375102.0,858294704743.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,29,1.099.120.870.109,617.620.937.879,,11.0,29.0,1099120870109.0,617620937879.0
5.,5.,5.,Lợi nhuận góp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.802.119.504.993,240.673.766.864,,20.0,,1802119504993.0,240673766864.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,31,957.687.072.366,1.538.161.130.224,,21.0,31.0,957687072366.0,1538161130224.0
7.,7.,7.,Chi phí tài chính,22,32,742.165.325.230,1.018.855.898.799,,22.0,32.0,742165325230.0,1018855898799.0
,,,- Trong đó: Chi phí lãi vay và lãi trái phiếu,23,,533.011.393.378,732.005.653.374,,23.0,,533011393378.0,732005653374.0
8.,8.,8.,Phần lãi trong công ty liên kết,24,17,2.316.691.835,5.072.118.783,,24.0,17.0,2316691835.0,5072118783.0
9.,9.,9.,Chi phí bán hàng,25,33,256.354.943.592,83.717.702.458,,25.0,33.0,256354943592.0,83717702458.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,33,133.381.247.877,149.936.729.753,,26.0,33.0,133381247877.0,149936729753.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,1.630.221.752.495,531.396.684.861,,30.0,,1630221752495.0,531396684861.0
12.,12.,12.,Thu nhập khác,31,34,28.688.559.701,2.953.141.245,,31.0,34.0,28688559701.0,2953141245.0
13.,13.,13.,Chi phí khác,32,35,32.020.969.721,95.158.590.768,,32.0,35.0,32020969721.0,95158590768.0
14.,14.,14.,Lỗ khác (40=31-32),40,,(3.332.410.020),(92.205.449.523),,40.0,,-3332410020.0,-92205449523.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.626.889.342.475,439.191.235.338,,50.0,,1626889342475.0,439191235338.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,36,330.382.139.962,106.771.866.941,,51.0,36.0,330382139962.0,106771866941.0
17.,17.,17.,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,52,36,(2.986.595.974),3.158.759.834,,52.0,36.0,-2986595974.0,3158759834.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.299.493.798.487,329.260.608.563,,60.0,,1299493798487.0,329260608563.0
,,,Trong đó:,,,,,,,,,
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,1.161.235.297.082,310.824.382.680,,61.0,,1161235297082.0,310824382680.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,138.258.501.405,18.436.225.883,,62.0,,138258501405.0,18436225883.0
