row_label_raw,row_label_full,col_0,Số đầu năm > VNDGiá trị/Số có khả năng trả nợ,Trong năm > VNDTăng,Trong năm > VNDGiảm do thanh lý công ty con,Trong năm > VNDGiảm,Số cuối năm > VNDGiá trị/Số có khả năng trả nợ,numeric__Số đầu năm > VNDGiá trị/Số có khả năng trả nợ,numeric__Trong năm > VNDTăng,numeric__Trong năm > VNDGiảm do thanh lý công ty con,numeric__Trong năm > VNDGiảm,numeric__Số cuối năm > VNDGiá trị/Số có khả năng trả nợ
Vay dài hạn,Vay dài hạn,Vay dài hạn,220.900.000.000,-,-,90.665.284.561,130.234.715.439,220900000000.0,,,90665284561.0,130234715439.0
Công ty Cổ phần KSInvest (ii),Công ty Cổ phần KSInvest (ii),Công ty Cổ phần KSInvest (ii),220.900.000.000,-,-,90.665.284.561,130.234.715.439,220900000000.0,,,90665284561.0,130234715439.0
Trái phiếu dài hạn (iii),Trái phiếu dài hạn (iii),Trái phiếu dài hạn (iii),7.703.873.576.824,1.695.419.072,4.406.200.947.134,1.328.539.038,3.298.039.509.724,7703873576824.0,1695419072.0,4406200947134.0,1328539038.0,3298039509724.0
Trái phiếu dài hạn (iii),Trái phiếu dài hạn (iii),Trái phiếu dài hạn (iii),7.924.773.576.824,1.695.419.072,4.406.200.947.134,91.993.823.599,3.428.274.225.163,7924773576824.0,1695419072.0,4406200947134.0,91993823599.0,3428274225163.0
