row_label_raw,row_label_full,Đối tượng,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Công ty TNHH Ngôi nhà Việt Viethome (*),Công ty TNHH Ngôi nhà Việt Viethome (*),Công ty TNHH Ngôi nhà Việt Viethome (*),390.157.473.532,-,390157473532.0,
Công ty Cổ phần Kinh doanh nhà Sunshine (**),Công ty Cổ phần Kinh doanh nhà Sunshine (**),Công ty Cổ phần Kinh doanh nhà Sunshine (**),385.898.621.109,-,385898621109.0,
Công ty Cổ phần Marina 3,Công ty Cổ phần Marina 3,Công ty Cổ phần Marina 3,-,515.544.476.713,,515544476713.0
Công ty TNHH Thiết kế Kiến trúc Hoàn Mỹ,Công ty TNHH Thiết kế Kiến trúc Hoàn Mỹ,Công ty TNHH Thiết kế Kiến trúc Hoàn Mỹ,-,249.990.000.000,,249990000000.0
Công ty TNHH Kinh doanh Thương mại Hùng Cường,Công ty TNHH Kinh doanh Thương mại Hùng Cường,Công ty TNHH Kinh doanh Thương mại Hùng Cường,-,244.739.222.842,,244739222842.0
Khác,Khác,Khác,-,190.975.848.901,,190975848901.0
,,,776.056.094.641,1.201.249.548.456,776056094641.0,1201249548456.0
