row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Lãi suất,Số cuối năm > VNDKỳ hạn,Số đầu năm > Giá trị,Số đầu năm > Lãi suất,Số đầu năm > VNDKỳ hạn,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Lãi suất,numeric__Số cuối năm > VNDKỳ hạn,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Lãi suất,numeric__Số đầu năm > VNDKỳ hạn
Gói 1,Gói 1,Gói 1,Gói 1,Gói 1,Gói 1,Gói 1,Gói 1,Gói 1,,,,,,
Trái phiếu phát hành theo mệnh giá,Gói 1 > Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,1.000.000.000.000,"11,7%","3 năm,được giahạn mộtphànthành 5năm",1.000.000.000.000,"10,03%",3 năm,1000000000000.0,0.11699999999999999,,1000000000000.0,0.1003,
Chi phí phát hành trái phiếu,Gói 1 > Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(155.109.487),,,(821.167.883),,,-155109487.0,,,-821167883.0,,
Chi phí phát hành trái phiếu,Gói 1 > Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,999.844.890.513,,,999.178.832.117,,,999844890513.0,,,999178832117.0,,
Gói 2,Gói 2,Gói 2,Gói 2,Gói 2,Gói 2,Gói 2,Gói 2,Gói 2,,,,,,
Trái phiếu phát hành theo mệnh giá,Gói 2 > Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,1.100.000.000.000,"11,7%",4 năm,1.100.000.000.000,"10,03%",4 năm,1100000000000.0,0.11699999999999999,,1100000000000.0,0.1003,
Chi phí phát hành trái phiếu,Gói 2 > Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(698.699.520),,,(1.248.323.065),,,-698699520.0,,,-1248323065.0,,
Chi phí phát hành trái phiếu,Gói 2 > Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,1.099.301.300.480,,,1.098.751.676.935,,,1099301300480.0,,,1098751676935.0,,
