row_label_raw,row_label_full,Vay ngắn hạn,Số đầu năm > VNDGiá trị/Số có khả năng trả nợ421.456.000.000,Số đầu năm > Tăng,Trong năm > VNDGiảm,Số cuối năm > VNDGiá trị/Số có khả năng trả nợ5.600.000.000,numeric__Số đầu năm > VNDGiá trị/Số có khả năng trả nợ421.456.000.000,numeric__Số đầu năm > Tăng,numeric__Trong năm > VNDGiảm,numeric__Số cuối năm > VNDGiá trị/Số có khả năng trả nợ5.600.000.000
Công ty TNHH Đầu tư và Xây dựngBắc Việt (i),Công ty TNHH Đầu tư và Xây dựngBắc Việt (i),Công ty TNHH Đầu tư và Xây dựngBắc Việt (i),-,5.600.000.000,-,5.600.000.000,,5600000000.0,,5600000000.0
Công ty TNHH Đầu Tư River City 2,Công ty TNHH Đầu Tư River City 2,Công ty TNHH Đầu Tư River City 2,418.175.000.000,-,418.175.000.000,-,418175000000.0,,418175000000.0,
Công ty TNHH Đầu tư và Kinh doanh Bấtdộng sản Đại Phát Lộc,Công ty TNHH Đầu tư và Kinh doanh Bấtdộng sản Đại Phát Lộc,Công ty TNHH Đầu tư và Kinh doanh Bấtdộng sản Đại Phát Lộc,3.281.000.000,1.400.000.000,4.681.000.000,-,3281000000.0,1400000000.0,4681000000.0,
Vay dài hạn đến hạn trả(như được trình bày tại mục b),Vay dài hạn đến hạn trả(như được trình bày tại mục b),Vay dài hạn đến hạn trả(như được trình bày tại mục b),-,217.697.347.050,-,217.697.347.050,,217697347050.0,,217697347050.0
Trái phiếu đến hạn thanh toán,Trái phiếu đến hạn thanh toán,Trái phiếu đến hạn thanh toán,-,87.462.631.611,-,87.462.631.611,,87462631611.0,,87462631611.0
Công ty Cổ phần KSInvest (ii),Công ty Cổ phần KSInvest (ii),Công ty Cổ phần KSInvest (ii),-,130.234.715.439,-,130.234.715.439,,130234715439.0,,130234715439.0
,,,421.456.000.000,224.697.347.050,422.856.000.000,223.297.347.050,421456000000.0,224697347050.0,422856000000.0,223297347050.0
