row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,1.626.889.342.475,439.191.235.338,,1.0,1626889342475.0,439191235338.0
2.,2.,2.,Điều chính cho các khoản:,Điều chính cho các khoản:,Điều chính cho các khoản:,Điều chính cho các khoản:,,,,
2.,2. > 2.,2.,Khấu hao tài sản cố định và bắt động sản đầu tư,02,29.522.959.676,28.957.745.264,,2.0,29522959676.0,28957745264.0
2.,2. > 2.,2.,Các khoản dự phòng,03,6.330.478.107,5.300.887.893,,3.0,6330478107.0,5300887893.0
2.,2. > 2.,2.,Lãi từ hoạt động đầu tư,05,(907.563.499.742),(1.607.398.453.477),,5.0,-907563499742.0,-1607398453477.0
2.,2. > 2.,2.,"Chi phí lãi vay, lãi trái phiếu",06,533.011.393.378,732.005.653.374,,6.0,533011393378.0,732005653374.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,1.288.190.673.894,(401.942.931.608),,8.0,1288190673894.0,-401942931608.0
3.,2. > 3.,3.,Thay đổi các khoản phải thu,09,(1.473.310.929.632),(121.279.446.796),,9.0,-1473310929632.0,-121279446796.0
3.,2. > 3.,3.,Thay đổi hàng tồn kho,10,975.478.373.782,215.526.177.320,,10.0,975478373782.0,215526177320.0
3.,2. > 3.,3.,"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(1.823.107.618.436),(72.098.630.466),,11.0,-1823107618436.0,-72098630466.0
3.,2. > 3.,3.,Thay đổi chi phí trả trước,12,31.666.196.893,(34.908.117.633),,12.0,31666196893.0,-34908117633.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(418.675.391.339),(864.375.363.771),,14.0,-418675391339.0,-864375363771.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(102.172.319.883),(75.900.802.542),,15.0,-102172319883.0,-75900802542.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(1.521.931.014.721),(1.354.979.115.496),,20.0,-1521931014721.0,-1354979115496.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(26.315.621.236),(455.551.001.803),,21.0,-26315621236.0,-455551001803.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,13.636.363.636,,,22.0,13636363636.0,
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(673.350.000.000),(1.091.447.739.116),,23.0,-673350000000.0,-1091447739116.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,1.077.901.000.000,808.231.000.000,,24.0,1077901000000.0,808231000000.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(390.000.000.000),(1.423.959.652.507),,25.0,-390000000000.0,-1423959652507.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,1.567.052.304.946,736.445.990.326,,26.0,1567052304946.0,736445990326.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,411.250.216.784,1.573.774.895.308,,27.0,411250216784.0,1573774895308.0
7.,II. > 7.,7.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,1.980.174.264.130,147.493.492.208,,30.0,1980174264130.0,147493492208.0
