row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > VND Giá trị ghi số,Số đầu năm > Giá gốc,Số đầu năm > VND Giá trị ghi số,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > VND Giá trị ghi số,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > VND Giá trị ghi số
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,,,,,,,
Tiền gửi có kỳ hạn (i),a. Ngắn hạn > Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),7.026.429.284,7.026.429.284,6.604.333.270,6.604.333.270,7026429284.0,7026429284.0,6604333270.0,6604333270.0
,,,7.026.429.284,7.026.429.284,6.604.333.270,6.604.333.270,7026429284.0,7026429284.0,6604333270.0,6604333270.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,,,,,,,,
Cổ phần ưu đãi cổ tức,Cổ phần ưu đãi cổ tức,Cổ phần ưu đãi cổ tức,,,,,,,,
Công ty Cổ phần Đầu tư Thương mại Sunshine Business,Cổ phần ưu đãi cổ tức > Công ty Cổ phần Đầu tư Thương mại Sunshine Business,Công ty Cổ phần Đầu tư Thương mại Sunshine Business,-,-,1.000.000.000.000,1.000.000.000.000,,,1000000000000.0,1000000000000.0
Công ty Cổ phần Sunshine Cab,Cổ phần ưu đãi cổ tức > Công ty Cổ phần Sunshine Cab,Công ty Cổ phần Sunshine Cab,-,-,1.000.000.000.000,1.000.000.000.000,,,1000000000000.0,1000000000000.0
Công ty Cổ phần Kinh doanh Bắt động sản Kinh Bắc,Cổ phần ưu đãi cổ tức > Công ty Cổ phần Kinh doanh Bắt động sản Kinh Bắc,Công ty Cổ phần Kinh doanh Bắt động sản Kinh Bắc,-,-,2.000.000.000.000,2.000.000.000.000,,,2000000000000.0,2000000000000.0
,,,-,-,4.000.000.000.000,4.000.000.000.000,,,4000000000000.0,4000000000000.0
