row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải thu từ chuyển nhượng bắt động sản,Phải thu từ chuyển nhượng bắt động sản,Phải thu từ chuyển nhượng bắt động sản,279.399.957.447,242.114.565.368,279399957447.0,242114565368.0
- Dự án Sunshine City,- Dự án Sunshine City,- Dự án Sunshine City,122.547.888.597,104.827.375.768,122547888597.0,104827375768.0
- Dự án Sunshine Garden,- Dự án Sunshine Garden,- Dự án Sunshine Garden,61.723.385.847,81.002.032.244,61723385847.0,81002032244.0
- Dự án Sunshine Capital,- Dự án Sunshine Capital,- Dự án Sunshine Capital,46.246.736.458,-,46246736458.0,
- Dự án Sunshine Center,- Dự án Sunshine Center,- Dự án Sunshine Center,42.211.759.448,42.433.455.664,42211759448.0,42433455664.0
- Dự án Sunshine Palace,- Dự án Sunshine Palace,- Dự án Sunshine Palace,6.670.187.097,13.851.701.692,6670187097.0,13851701692.0
Khác,Khác,Khác,7.940.177.464,16.872.964.746,7940177464.0,16872964746.0
,,,287.340.134.911,258.987.530.114,287340134911.0,258987530114.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn của khách hàng là các bên liên quan chủ yếu (Chi tiết tại Thuyết minh số 39),Trong đó: > Phải thu ngắn hạn của khách hàng là các bên liên quan chủ yếu (Chi tiết tại Thuyết minh số 39),Phải thu ngắn hạn của khách hàng là các bên liên quan chủ yếu (Chi tiết tại Thuyết minh số 39),7.164.536.220,9.733.507.095,7164536220.0,9733507095.0
