row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,6.877.527.289.607,11.460.495.113.953,,200.0,,6877527289607.0,11460495113953.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,3.711.400.000.000,3.722.700.000.000,,210.0,,3711400000000.0,3722700000000.0
1.,1.,1.,Phải thu về cho vay dài hạn,215,8,3.300.000.000.000,3.322.700.000.000,,215.0,8.0,3300000000000.0,3322700000000.0
2.,2.,2.,Phải thu dài hạn khác,216,9,411.400.000.000,400.000.000.000,,216.0,9.0,411400000000.0,400000000000.0
II.,II.,II.,Tài sản cố định,220,,77.740.551.582,530.192.081.004,,220.0,,77740551582.0,530192081004.0
1.,1.,1.,Tài sản cố định hữu hình,221,13,51.094.770.627,519.493.921.012,,221.0,13.0,51094770627.0,519493921012.0
,,,- Nguyên giá,222,,118.972.730.947,608.906.004.802,,222.0,,118972730947.0,608906004802.0
,,,- Giá trị hao mòn lũy kế,223,,(67.877.960.320),(89.412.083.790),,223.0,,-67877960320.0,-89412083790.0
2.,2.,2.,Tài sản cố định vô hình,227,14,26.645.780.955,10.698.159.992,,227.0,14.0,26645780955.0,10698159992.0
,,,- Nguyên giá,228,,29.673.160.000,12.698.160.000,,228.0,,29673160000.0,12698160000.0
,,,- Giá trị hao mòn lũy kế,229,,(3.027.379.045),(2.000.000.008),,229.0,,-3027379045.0,-2000000008.0
III.,III.,III.,Bất động sản đầu tư,230,15,625.182.780.964,166.228.090.405,,230.0,15.0,625182780964.0,166228090405.0
,,,- Nguyên giá,231,,1.172.121.298.925,665.017.747.218,,231.0,,1172121298925.0,665017747218.0
,,,- Giá trị hao mòn lũy kế,232,,(546.938.517.961),(498.789.656.813),,232.0,,-546938517961.0,-498789656813.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,180.548.210.381,215.845.617.746,,240.0,,180548210381.0,215845617746.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,16,180.548.210.381,215.845.617.746,,242.0,16.0,180548210381.0,215845617746.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,2.282.532.389.377,6.809.272.042.026,,250.0,,2282532389377.0,6809272042026.0
1.,1.,1.,Đầu tư vào công ty liên kết,252,17,1.892.532.389.377,2.805.272.042.026,,252.0,17.0,1892532389377.0,2805272042026.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,17,390.000.000.000,4.000.000.000,,253.0,17.0,390000000000.0,4000000000.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,255,5,,4.000.000.000.000,,255.0,5.0,,4000000000000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,123.357.303,16.257.282.772,,260.0,,123357303.0,16257282772.0
1.,1.,1.,Chi phí trả trước dài hạn,261,12,123.357.303,16.257.282.772,,261.0,12.0,123357303.0,16257282772.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,13.200.834.908.506,19.326.948.467.091,,270.0,,13200834908506.0,19326948467091.0
