row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Cost of real estate,Cost of real estate,Cost of real estate,"3,154,080,087,099","370,141,556,178",,
Cost of construction,Cost of construction,Cost of construction,-,"250,093,223,388",,
Cost of services rendered,Cost of services rendered,Cost of services rendered,"5,825,030,033","4,893,426,187",,
Labor cost,Labor cost,Labor cost,"59,900,763,243","57,486,052,928",,
Depreciation expenses,Depreciation expenses,Depreciation expenses,"13,365,807,904","13,189,227,216",,
Expenses for external services,Expenses for external services,Expenses for external services,"71,142,343,192","52,473,136,754",,
Other expenses,Other expenses,Other expenses,"26,978,572,872","19,629,077,819",,
Total,Total,Total,"3,331,292,604,343","767,905,700,470",,
