row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Khách hàng Dự án Khu du lịch sinh thái Đại Phước,Khách hàng Dự án Khu du lịch sinh thái Đại Phước,Khách hàng Dự án Khu du lịch sinh thái Đại Phước,765.263.220.094,2.445.956.364,765263220094.0,2445956364.0
"Khách hàng Dự án Block B Pullman, Vũng Tàu","Khách hàng Dự án Block B Pullman, Vũng Tàu","Khách hàng Dự án Block B Pullman, Vũng Tàu",399.661.923.851,401.461.923.851,399661923851.0,401461923851.0
Khách hàng Dự án Chung cur Vũng Tàu Gateway,Khách hàng Dự án Chung cur Vũng Tàu Gateway,Khách hàng Dự án Chung cur Vũng Tàu Gateway,173.488.003.007,190.650.046.394,173488003007.0,190650046394.0
Khách hàng Dự án Khu đô thị mới Nam Vĩnh Yên (i),Khách hàng Dự án Khu đô thị mới Nam Vĩnh Yên (i),Khách hàng Dự án Khu đô thị mới Nam Vĩnh Yên (i),154.078.902.089,268.357.901.964,154078902089.0,268357901964.0
Khách hàng Dự án Trung tâm Chí Linh - Vũng Tàu,Khách hàng Dự án Trung tâm Chí Linh - Vũng Tàu,Khách hàng Dự án Trung tâm Chí Linh - Vũng Tàu,22.636.978.041,22.850.980.041,22636978041.0,22850980041.0
Khách hàng Dự án khu dân cư Hậu Giang,Khách hàng Dự án khu dân cư Hậu Giang,Khách hàng Dự án khu dân cư Hậu Giang,9.603.427.035,6.073.534.449,9603427035.0,6073534449.0
Phải thu ngắn hạn của khách hàng khác (ii),Phải thu ngắn hạn của khách hàng khác (ii),Phải thu ngắn hạn của khách hàng khác (ii),29.943.778.534,141.435.308.263,29943778534.0,141435308263.0
Cộng,Cộng,Cộng,1.554.676.232.651,1.033.275.651.326,1554676232651.0,1033275651326.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu Bên liên quan (Thuyết minh VIII.2),Trong đó: > Phải thu Bên liên quan (Thuyết minh VIII.2),Phải thu Bên liên quan (Thuyết minh VIII.2),406.080.918.584,414.616.436.966,406080918584.0,414616436966.0
