row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Short-term,Short-term,Short-term,"240,000,000,000","856,900,000,000",,
Term deposits (i),Term deposits (i),Term deposits (i),"240,000,000,000","856,900,000,000",,
- Ho Chi Minh City Development Joint Stock,- Ho Chi Minh City Development Joint Stock,- Ho Chi Minh City Development Joint Stock,"40,000,000,000","720,000,000,000",,
Commercial Bank - Vung Tau Branch,Commercial Bank - Vung Tau Branch,Commercial Bank - Vung Tau Branch,,,,
- Joint Stock Commercial Bank for Investment and Development of Vietnam,- Joint Stock Commercial Bank for Investment and Development of Vietnam,- Joint Stock Commercial Bank for Investment and Development of Vietnam,"200,000,000,000","136,900,000,000",,
Long-term,Long-term,Long-term,"9,000,000,000","30,000,000,000",,
Bonds (ii),Bonds (ii),Bonds (ii),"9,000,000,000","30,000,000,000",,
Total,Total,Total,"249,000,000,000","886,900,000,000",,
