row_label_raw,row_label_full,ASSETS,Code,Note,End of year,Beginning of year,numeric__Code,numeric__Note,numeric__End of year,numeric__Beginning of year
IV. Long-term investments,IV. Long-term investments,IV. Long-term investments,250,V.2,"1,602,245,418,829","3,209,886,631,386",250.0,,,
1. Investments in subsidiaries,1. Investments in subsidiaries,1. Investments in subsidiaries,251,,"1,579,860,721,322","3,051,307,053,422",251.0,,,
2. Investments in associates,2. Investments in associates,2. Investments in associates,252,,"479,588,885,227","447,522,688,500",252.0,,,
3. Investments in other entities,3. Investments in other entities,3. Investments in other entities,253,,"1,769,594,112","1,769,594,112",253.0,,,
4. Provision for long-term investments,4. Provision for long-term investments,4. Provision for long-term investments,254,,"(467,973,781,832)","(320,712,704,648)",254.0,,,
5. Held-to-maturity investments,5. Held-to-maturity investments,5. Held-to-maturity investments,255,,"9,000,000,000","30,000,000,000",255.0,,,
TOTAL ASSETS,TOTAL ASSETS,TOTAL ASSETS,270,,"18,143,635,441,902","17,348,385,836,675",270.0,,,
