row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,Ngành nghề kinh doanh chính,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Tên Công ty,numeric__Địa chỉ,numeric__Ngành nghề kinh doanh chính,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
STT,STT,STT,Tên Công ty,Địa chỉ,Ngành nghề kinh doanh chính,Số cuối năm %,Số đầu năm %,Số cuối năm %,Số đầu năm %,,,,,,,
4.,STT > 4.,4.,Công ty CP Đầu tư Phát triển-Xây dựng (DIC) Số 2,"Số 5, đường số 6, Khu đô thị Chí Linh, Phường Rạch Dừa, TP.HCM","Sản xuất và kinh doanh vật liệu xây dựng, xây; kinh doanh bất động sản","50,14","50,14","50,14","50,14",,,,50.14,50.14,50.14,50.14
5.,STT > 5.,5.,Công ty CP Đầu tư Phát triển Tầm nhìn DIC,"Số 265, đường Lê Hồng Phong, Phường Tam Thắng, TP.HCM","Kinh doanh bất động sản; hoạt động tư vấn quản lý; giáo dục, đào tạo; hoạt động chăm sóc, điều dưỡng","98,67","98,67","98,67","98,67",,,,98.67,98.67,98.67,98.67
6.,STT > 6.,6.,Công ty TNHH MTV Đầu tư Phát triển Đô thị và Khu công nghiệp DIC,"Số 15 Thi Sách, Phường Vũng Tàu, TP.HCM",Đầu tư Khu công nghiệp,100,100,100,100,,,,100.0,100.0,100.0,100.0
7.,STT > 7.,7.,Công ty CP Đầu tư Phát triển Du lịch Thể thao Vũng Tàu (Sở hữu gián tiếp),"B12 Khu trung tâm đô thị Chí Linh, Phường Tam Thắng, TP.HCM",Kinh doanh sân gôn và các dịch vụ liên quan,"81,71","66,85","82,24","82,24",,,,81.71,66.85,82.24,82.24
8.,STT > 8.,8.,Công ty CP Sport TOTO Việt Nam (Sở hữu gián tiếp),"B12 Khu trung tâm đô thị Chí Linh, Phường Tam Thắng, TP.HCM",Hoạt động tư vấn quản lý,"53,68","43,92","65,7","54,03",,,,53.68,43.92,65.7,54.03
9.,STT > 9.,9.,Công ty CP Phát triển E&S (Sở hữu gián tiếp),"B12 Khu trung tâm đô thị Chí Linh, Phường Tam Thắng, TP.HCM",Xây dựng công trình kỹ thuật dân dụng khác,-,"65,08",-,"80,06",,,,,65.08,,80.06
10.,STT > 10.,10.,Công ty TNHH Đại Phước Thiên An,"Phân khu 1,2,3 Khu đô thị du lịch sinh thái Đại Phước, Xã Đại Phước, Tỉnh Đồng Nai",Kinh doanh bất động sản,-,"99,96",-,"99,96",,,,,99.96,,99.96
11.,STT > 11.,11.,Công ty TNHH Đại Phước Thiên Minh,"Phân khu 1,2,3 Khu đô thị du lịch sinh thái Đại Phước, Xã Đại Phước, Tỉnh Đồng Nai",Kinh doanh bất động sản,-,"99,99",-,"99,99",,,,,99.99,,99.99
