row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Cost of projects,Cost of projects,Cost of projects,"272,001,169,753","289,067,869,024",,
"Interest expense, bond interest","Interest expense, bond interest","Interest expense, bond interest","6,979,791,346","32,589,936,067",,
Other expenses,Other expenses,Other expenses,"813,200,556","156,512,397",,
Total,Total,Total,"279,794,161,655","321,814,317,488",,
