row_label_raw,row_label_full,col_0,Số đầu năm VND,Tăng VND,Giảm VND,Số cuối năm VND,numeric__Số đầu năm VND,numeric__Tăng VND,numeric__Giảm VND,numeric__Số cuối năm VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.276.577.657.669,1.105.297.963.882,1.426.189.330.037,955.686.291.514,1276577657669.0,1105297963882.0,1426189330037.0,955686291514.0
Vay ngắn hạn (Thuyết minh 19.1),Vay ngắn hạn (Thuyết minh 19.1),Vay ngắn hạn (Thuyết minh 19.1),358.726.983.381,283.755.901.644,489.620.593.511,152.862.291.514,358726983381.0,283755901644.0,489620593511.0,152862291514.0
Vay dài hạn đến hạn trả (Thuyết minh 19.2),Vay dài hạn đến hạn trả (Thuyết minh 19.2),Vay dài hạn đến hạn trả (Thuyết minh 19.2),917.850.674.288,221.542.062.238,936.568.736.526,202.824.000.000,917850674288.0,221542062238.0,936568736526.0,202824000000.0
Trái phiếu thường phát hành đến hạn trả (Thuyết minh 19.3),Trái phiếu thường phát hành đến hạn trả (Thuyết minh 19.3),Trái phiếu thường phát hành đến hạn trả (Thuyết minh 19.3),-,600.000.000.000,-,600.000.000.000,,600000000000.0,,600000000000.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,1.763.888.708.629,401.372.518.679,1.739.304.409.952,425.956.817.356,1763888708629.0,401372518679.0,1739304409952.0,425956817356.0
Vay ngân hàng (Thuyết minh 19.2),Vay ngân hàng (Thuyết minh 19.2),Vay ngân hàng (Thuyết minh 19.2),201.356.060.227,403.872.518.679,372.467.149.678,232.761.429.228,201356060227.0,403872518679.0,372467149678.0,232761429228.0
Trái phiếu thường phát hành (Thuyết minh 19.3),Trái phiếu thường phát hành (Thuyết minh 19.3),Trái phiếu thường phát hành (Thuyết minh 19.3),1.562.532.648.402,(2.500.000.000),1.366.837.260.274,193.195.388.128,1562532648402.0,-2500000000.0,1366837260274.0,193195388128.0
Cộng,Cộng,Cộng,3.040.466.366.298,1.506.670.482.561,3.165.493.739.989,1.381.643.108.870,3040466366298.0,1506670482561.0,3165493739989.0,1381643108870.0
