row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
LMP Investment and Trading Joint Stock Company,LMP Investment and Trading Joint Stock Company,LMP Investment and Trading Joint Stock Company,-,"3,847,638,707",,
Others (i),Others (i),Others (i),"6,431,154,111","6,522,994,218",,
Total,Total,Total,"6,431,154,111","10,370,632,925",,
