row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Paid additional according to inspection conclusion,Paid additional according to inspection conclusion,Paid additional according to inspection conclusion,-,"13,134,792,363",,
Liquidation of fixed assets,Liquidation of fixed assets,Liquidation of fixed assets,-,"507,982,483",,
Penalty for breach of contract,Penalty for breach of contract,Penalty for breach of contract,"4,404,960,000",-,,
Other Penalties expenses,Other Penalties expenses,Other Penalties expenses,"75,125,304","6,556,158,184",,
Others,Others,Others,"30,407,851,175","3,596,367,834",,
Total,Total,Total,"34,887,936,479","23,795,300,864",,
