row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị ghi số VND,Số cuối năm > Dự phòng VND,Số đầu năm > Giá trị ghi số VND,Số đầu năm > Dự phòng VND,numeric__Số cuối năm > Giá trị ghi số VND,numeric__Số cuối năm > Dự phòng VND,numeric__Số đầu năm > Giá trị ghi số VND,numeric__Số đầu năm > Dự phòng VND
Đối tượng khác,Đối tượng khác,Đối tượng khác,131.469.556,(131.469.556),131.469.556,(131.469.556),131469556.0,-131469556.0,131469556.0,-131469556.0
Cộng,Cộng,Cộng,131.469.556,(131.469.556),131.469.556,(131.469.556),131469556.0,-131469556.0,131469556.0,-131469556.0
