row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Repayments for borrowing following normal borrowing contracts,Repayments for borrowing following normal borrowing contracts,Repayments for borrowing following normal borrowing contracts,"(1,572,041,943,996)","(644,808,586,995)",,
Early redemption of common bonds,Early redemption of common bonds,Early redemption of common bonds,"(800,000,000,000)","(900,000,000,000)",,
Total,Total,Total,"(2,372,041,943,996)","(1,544,808,586,995)",,
