row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Short-term trade receivables,Short-term trade receivables,Short-term trade receivables,"406,080,918,584","414,616,436,966",,
Southern Development Investment Joint Stock Company,Southern Development Investment Joint Stock Company,Southern Development Investment Joint Stock Company,"399,661,923,851","401,461,923,851",,
D.I.C Real Estate Joint Stock Company,D.I.C Real Estate Joint Stock Company,D.I.C Real Estate Joint Stock Company,"6,191,469,446","6,191,469,446",,
Development Investment Construction Number 1 JSC,Development Investment Construction Number 1 JSC,Development Investment Construction Number 1 JSC,"171,725,287",-,,
DIC Hospitality Joint Stock Company,DIC Hospitality Joint Stock Company,DIC Hospitality Joint Stock Company,"55,800,000","6,963,043,669",,
