row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,4.310.239.662.239,1.203.731.949.155,1.0,,4310239662239.0,1203731949155.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,VI.2,68.307.648.589,228.731.455.039,2.0,,68307648589.0,228731455039.0
3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,10,VI.3,4.241.932.013.650,975.000.494.116,10.0,,4241932013650.0,975000494116.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.4,3.159.905.117.132,625.128.205.753,11.0,,3159905117132.0,625128205753.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,1.082.026.896.518,349.872.288.363,20.0,,1082026896518.0,349872288363.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.5,75.371.372.346,114.572.887.886,21.0,,75371372346.0,114572887886.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.6,169.524.071.941,(19.156.840.104),22.0,,169524071941.0,-19156840104.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,22.262.994.757,22.942.261.972,23.0,,22262994757.0,22942261972.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,VI.7,42.503.163.318,23.809.715.983,25.0,,42503163318.0,23809715983.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,VI.8,128.884.323.893,118.967.778.734,26.0,,128884323893.0,118967778734.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,816.486.709.712,340.824.521.636,30.0,,816486709712.0,340824521636.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,VI.9,29.763.848.459,18.239.036.281,31.0,,29763848459.0,18239036281.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,VI.10,34.887.936.479,23.795.300.864,32.0,,34887936479.0,23795300864.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,(5.124.088.020),(5.556.264.583),40.0,,-5124088020.0,-5556264583.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,811.362.621.692,335.268.257.053,50.0,,811362621692.0,335268257053.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.11,179.331.648.302,70.519.526.691,51.0,,179331648302.0,70519526691.0
16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,52.0,,,
17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,632.030.973.390,264.748.730.362,60.0,,632030973390.0,264748730362.0
