row_label_raw,row_label_full,Item,Code,Current year,Previous year,numeric__Code,numeric__Current year,numeric__Previous year
Net cash flows within the period,Net cash flows within the period,Net cash flows within the period,50,"2,515,997,202,724","(1,452,913,810,057)",50.0,,
Cash and cash equivalents at the beginning of year,Cash and cash equivalents at the beginning of year,Cash and cash equivalents at the beginning of year,60,"746,853,302,518","2,199,766,875,022",60.0,,
Impact of exchange rate fluctuation,Impact of exchange rate fluctuation,Impact of exchange rate fluctuation,61,"389,070","237,553",61.0,389.07,237.553
Cash and cash equivalents at the end of year,Cash and cash equivalents at the end of year,Cash and cash equivalents at the end of year,70,"3,262,850,894,312","746,853,302,518",70.0,,
